ID;Heures_depuis_dernière_maintenance;Maintenance_complète_année_précédente;Warning_depuis_dernière_maintenance;Heures_usage;Site_fabrication;Type_fréquence;Sensitivité;Type;Usage_critique;Type_avion;Incident
101655;68;No;No;3330;2;C;Low;Dry;Yes;Fighter type C;No
101656;48;No;No;2960;2;D;Normal;Dry;No;Fighter type B;No
101657;38;;No;3251;1;A1;Low;Dry;No;Tanker;No
101658;65;No;Yes;2542;2;D;Normal;Dry;Yes;;No
101659;45;Yes;No;2439;2;D;Low;Normal;No;Unknown;No
101660;65;No;No;2244;2;C;Low;Normal;No;Passengers LD;No
101661;44;No;No;2542;2;A1;Low;;Yes;Cargo;No
101662;64;No;Yes;845;2;C;Low;Normal;No;Turboprop;No
101663;75;Yes;No;2509;1;D;Low;Normal;Yes;Fighter type C;No
101664;51;No;No;2295;2;A1;Low;Normal;No;Helicopter;Yes
101665;26;No;Yes;2100;1;D;Low;Wet;No;Cargo;No
101666;75;No;No;2014;1;A1;Normal;Wet;Yes;Passengers LD;No
101667;37;No;No;3919;2;D;Low;Dry;Yes;Fighter type A;No
101668;39;No;No;2303;1;D;Low;Wet;No;Helicopter;No
101669;;No;Yes;1968;1;D;Low;Normal;No;Fighter type A;No
101670;28;Yes;No;2493;1;A2;;Dry;No;Fighter type C;No
101671;60;No;Yes;3409;2;A1;Normal;Dry;No;Unknown;No
101672;62;No;No;2104;2;C;Low;Normal;No;Passengers LD;No
101673;47;Yes;Yes;3128;1;A1;Low;Dry;Yes;Passengers LD;No
101674;42;Yes;No;3242;2;C;Low;Dry;Yes;Fighter type B;No
101675;33;No;No;1851;1;A2;Low;Wet;No;Other;No
101676;37;No;No;1564;1;A1;Low;Normal;Yes;Turboprop;Yes
101677;39;No;No;2433;2;A1;Low;Wet;No;Helicopter;No
101678;70;Yes;No;3234;2;A2;Normal;Wet;Yes;Passengers SD;No
101679;72;No;Yes;3121;2;A1;Low;Dry;No;Passengers LD;No
101680;55;No;No;1299;1;D;;Wet;;Fighter type A;No
101681;73;Yes;Yes;1582;2;A2;Low;Normal;Yes;Fighter type C;No
101682;43;Yes;No;2788;1;A1;Low;Normal;No;Tanker;No
101683;66;;Yes;2370;1;A2;Low;Normal;No;Passengers SD;No
101684;51;No;Yes;2500;2;B;Low;Wet;No;Tanker;No
101685;23;Yes;Yes;3897;1;A2;Normal;Dry;No;Turboprop;No
101686;47;Yes;No;2205;1;C;Normal;Dry;No;Other;No
101687;61;No;No;2751;2;A2;Low;Wet;Yes;Passengers LD;No
101688;39;No;No;2918;1;D;Normal;;No;Fighter type C;No
101689;55;Yes;No;2692;2;A2;Low;Wet;No;Cargo;No
101690;80;Yes;Yes;1867;2;A2;Low;Dry;No;Passengers LD;No
101691;60;No;No;1913;1;A2;Low;Dry;No;Other;No
101692;59;No;Yes;2171;2;A2;Low;Dry;No;Fighter type C;No
101693;48;No;Yes;2117;1;A1;Low;Wet;No;Unknown;No
101694;31;No;No;1933;1;C;;Dry;No;Turboprop;No
101695;41;No;Yes;2087;1;A1;Normal;Wet;No;Passengers LD;No
101696;56;No;Yes;4066;1;A1;Normal;Normal;Yes;Fighter type B;No
101697;57;;Yes;1787;1;A1;Low;Dry;No;Unknown;No
101698;41;No;No;2290;2;A1;Low;Normal;Yes;Tanker;No
101699;45;No;No;1563;2;D;Normal;Normal;No;Passengers LD;No
101700;71;No;No;3335;2;C;Low;Wet;No;Fighter type A;Yes
101701;59;No;No;4316;1;C;Low;Wet;No;Passengers LD;No
101702;43;No;No;1153;1;C;Low;Wet;Yes;Other;No
101703;27;No;Yes;3323;1;A1;Low;Wet;Yes;Passengers SD;No
101704;62;No;No;4026;1;A2;Normal;Dry;No;Fighter type B;No
101705;94;No;Yes;3379;2;A1;Low;Normal;No;Other;Yes
101706;78;No;Yes;4049;2;A1;Low;Normal;No;Passengers LD;No
101707;34;No;No;5992;1;A1;Low;Wet;Yes;Fighter type A;No
101708;56;No;No;2395;1;A1;Low;Normal;No;Turboprop;No
101709;74;No;Yes;2255;1;D;Low;Wet;Yes;Unknown;No
101710;45;No;No;1289;2;A1;Low;Normal;No;Passengers LD;No
101711;22;No;Yes;3706;1;A2;Low;Wet;;Fighter type A;No
101712;23;Yes;No;1404;1;A2;Low;Normal;No;Fighter type C;No
101713;45;Yes;No;2718;1;D;Low;Normal;No;Turboprop;No
101714;38;Yes;No;5367;1;A1;Normal;Wet;No;Fighter type B;No
101715;;Yes;No;2152;2;B;Normal;Normal;No;Passengers LD;No
101716;55;Yes;No;2123;1;A1;Low;Wet;No;Fighter type C;No
101717;67;No;No;2968;2;A2;Low;Dry;No;Fighter type C;No
101718;34;Yes;No;1650;2;C;Low;Normal;No;Passengers SD;No
101719;50;Yes;No;2106;1;C;Normal;Normal;No;;No
101720;;Yes;No;4131;2;D;Low;Dry;No;Turboprop;No
101721;72;No;No;3257;1;A1;Normal;Wet;No;Helicopter;No
101722;63;No;No;1440;1;A1;Low;Dry;;Passengers LD;No
101723;42;No;No;3095;1;C;Low;Normal;No;Other;No
101724;59;No;No;1996;1;D;Low;Dry;No;Tanker;Yes
101725;79;Yes;No;1988;1;C;Low;Wet;No;Fighter type A;No
101726;46;Yes;No;2250;2;A2;Low;Dry;Yes;Cargo;No
101727;50;No;No;2643;1;A1;Low;Normal;No;Passengers SD;No
101728;54;No;Yes;2011;2;D;Low;Wet;No;Fighter type B;No
101729;;Yes;No;3049;;D;Low;Dry;;Cargo;Yes
101730;30;No;No;2352;1;C;Low;Dry;Yes;Fighter type B;No
101731;60;Yes;Yes;2516;2;A1;Low;Dry;No;Fighter type C;No
101732;42;No;Yes;2774;1;D;Low;Dry;No;Fighter type B;No
101733;;No;No;2550;1;D;;Normal;No;Passengers LD;No
101734;41;No;No;2117;1;D;Low;Normal;No;Fighter type C;No
101735;61;No;No;2716;1;A1;Normal;Wet;No;Tanker;No
101736;55;Yes;No;2355;1;A1;Low;Wet;Yes;Fighter type B;No
101737;52;No;Yes;2064;2;C;Low;Normal;Yes;Unknown;No
101738;43;Yes;No;5392;1;A2;Low;Wet;No;Passengers SD;No
101739;38;Yes;No;2396;2;;Normal;Wet;Yes;Fighter type C;No
101740;67;No;No;3928;2;B;Low;Normal;No;Helicopter;No
101741;44;No;No;1451;2;A1;Low;Wet;No;Passengers SD;No
101742;32;Yes;No;2516;1;D;Low;Dry;No;Tanker;No
101743;39;No;No;2374;1;C;Low;Normal;Yes;Fighter type A;No
101744;30;Yes;Yes;4326;2;B;Normal;Normal;No;Helicopter;No
101745;53;No;No;2383;2;A1;;Wet;No;Unknown;No
101746;38;Yes;No;3051;2;A2;Low;Dry;No;Fighter type C;No
101747;42;No;No;2103;1;;Low;Dry;No;Fighter type B;No
101748;45;No;Yes;1532;2;;Low;;No;Tanker;No
101749;34;No;No;2222;2;A1;Low;Wet;No;Cargo;No
101750;52;No;No;2945;2;C;Low;Wet;Yes;Passengers LD;No
101751;44;Yes;No;3251;1;C;;Dry;No;Unknown;No
101752;23;Yes;No;1950;1;C;Low;Normal;No;Helicopter;No
101753;22;No;No;1399;1;D;Low;Normal;No;Fighter type C;No
101754;46;No;Yes;2874;2;A1;Low;Normal;Yes;Helicopter;No
101755;61;No;Yes;1968;2;A2;Low;Wet;No;Helicopter;No
101756;48;No;No;2367;2;D;Low;Normal;Yes;;No
101757;56;No;No;2834;2;C;Normal;Normal;No;Passengers SD;No
101758;48;No;No;3295;1;C;Low;Wet;No;Helicopter;No
101759;35;No;Yes;1483;2;A1;Low;Wet;No;Passengers LD;No
101760;22;Yes;No;2899;2;C;Low;Dry;No;Helicopter;No
101761;34;No;No;1682;;C;Low;;No;Fighter type C;No
101762;64;No;No;3029;1;A1;Normal;Wet;No;Helicopter;No
101763;54;No;No;1843;2;A1;Normal;Dry;No;Cargo;No
101764;59;No;Yes;3046;1;A1;Normal;Wet;Yes;Tanker;No
101765;46;No;No;3036;2;A2;Low;Normal;Yes;Passengers LD;No
101766;68;No;No;2561;2;C;Normal;Dry;No;Fighter type C;No
101767;52;No;Yes;1511;1;A1;Low;Normal;No;Other;No
101768;56;Yes;No;1983;1;C;Low;Normal;Yes;Other;Yes
101769;59;No;Yes;2110;1;A1;Low;Normal;No;Fighter type A;No
101770;75;No;No;1820;2;C;Normal;Dry;Yes;Unknown;No
101771;55;Yes;No;2229;1;C;Low;Dry;Yes;Fighter type A;No
101772;49;No;No;1376;2;C;Low;Normal;Yes;Fighter type C;No
101773;60;No;No;3135;1;B;Normal;Dry;No;Unknown;No
101774;21;No;Yes;4789;1;C;Low;Normal;No;Fighter type C;No
101775;45;No;Yes;4099;1;A1;Normal;Normal;No;Passengers LD;No
101776;42;No;No;2292;2;A1;Low;Wet;Yes;Turboprop;No
101777;51;No;Yes;4810;1;A2;;Wet;No;Tanker;No
101778;37;No;No;2817;1;C;Low;Dry;No;Unknown;No
101779;52;No;No;1236;2;A1;Normal;Normal;No;Passengers LD;No
101780;47;Yes;No;2984;2;C;Normal;Wet;No;Helicopter;No
101781;39;No;No;1803;1;A1;Low;Normal;No;Other;No
101782;64;;No;3266;1;A1;Normal;Dry;Yes;Fighter type C;No
101783;54;No;No;1806;2;D;Low;Dry;No;Passengers SD;No
101784;55;No;Yes;2593;2;A2;Low;Dry;No;Helicopter;Yes
101785;82;Yes;No;1770;1;A2;Low;Dry;Yes;Fighter type C;No
101786;40;Yes;Yes;2206;2;C;Normal;Dry;Yes;Unknown;No
101787;33;No;No;2213;1;C;Low;Dry;No;Other;No
101788;71;No;Yes;2993;1;A2;Low;Wet;Yes;Fighter type A;No
101789;57;No;Yes;3587;2;A2;Low;Wet;No;Helicopter;No
101790;50;Yes;No;2489;2;A2;;Normal;No;Fighter type B;Yes
101791;34;;Yes;3454;2;C;Normal;Wet;Yes;Turboprop;No
101792;21;No;No;3015;2;;Normal;Dry;No;Fighter type C;No
101793;46;Yes;Yes;2174;1;B;Low;Normal;No;Unknown;Yes
101794;;No;No;4037;2;C;Low;Normal;Yes;Fighter type B;No
101795;21;Yes;No;4079;2;A1;;Normal;No;Fighter type C;No
101796;37;No;No;3722;1;C;Low;Dry;No;Turboprop;No
101797;;No;Yes;3570;2;D;Normal;Dry;No;Fighter type C;No
101798;24;No;No;1792;2;A1;Low;Wet;Yes;Fighter type C;No
101799;39;No;No;3157;2;A1;Low;Dry;No;Cargo;No
101800;40;Yes;Yes;3155;1;D;Low;Wet;No;Fighter type C;No
101801;32;No;Yes;3302;2;;Low;Normal;No;Other;No
101802;50;No;No;2706;1;A1;Low;Normal;Yes;Fighter type B;No
101803;61;No;No;1969;1;A1;Low;Wet;No;Fighter type C;No
101804;39;No;No;2329;1;C;Low;Normal;No;Fighter type C;No
101805;40;Yes;No;2798;2;A1;;Normal;No;Cargo;No
101806;28;No;No;3329;2;C;Low;Dry;No;Fighter type A;No
101807;51;No;No;2201;1;D;Low;Normal;Yes;Passengers SD;No
101808;47;No;Yes;2403;1;A1;Low;Dry;No;Other;No
101809;54;No;No;2382;2;A2;Low;Normal;Yes;Fighter type A;Yes
101810;57;No;No;4727;1;D;Low;Wet;No;Tanker;No
101811;37;No;;1359;2;B;Low;Wet;No;Other;No
101812;47;No;No;1887;2;A1;Normal;Wet;No;Fighter type A;No
101813;26;No;No;1599;1;A2;Normal;Dry;No;;No
101814;71;Yes;No;2881;1;A2;Normal;Wet;Yes;Passengers LD;No
101815;46;No;Yes;2867;2;C;Low;Normal;No;Unknown;No
101816;53;No;Yes;3605;1;C;Low;Dry;No;Passengers LD;No
101817;55;No;No;2076;2;A1;Low;Dry;Yes;Fighter type B;No
101818;58;No;Yes;2987;2;A1;Low;Wet;No;Helicopter;No
101819;49;No;Yes;1477;2;D;Low;Wet;Yes;Fighter type C;No
101820;64;Yes;Yes;4875;1;A1;Low;Wet;Yes;Fighter type B;No
101821;45;No;No;5292;1;A2;Normal;Normal;No;Passengers LD;No
101822;26;Yes;No;1771;1;A1;Low;Normal;No;Passengers LD;No
101823;30;Yes;Yes;2116;1;C;Low;Normal;Yes;Fighter type C;No
101824;51;No;Yes;1451;;A1;Low;Wet;No;Unknown;No
101825;59;No;No;1282;2;A2;Low;Normal;No;Tanker;Yes
101826;56;No;No;2698;2;A1;;Normal;No;Tanker;Yes
101827;45;Yes;No;4315;1;A2;Normal;Dry;No;Other;No
101828;64;Yes;No;2192;1;C;Low;Dry;No;Passengers SD;No
101829;54;Yes;No;4012;;C;Low;Dry;No;Helicopter;No
101830;27;No;;2213;2;D;Low;Normal;No;Passengers SD;Yes
101831;60;No;No;1045;2;D;Low;Dry;No;Passengers SD;No
101832;53;No;Yes;3589;2;C;Low;Dry;No;Fighter type B;No
101833;53;Yes;No;5370;1;A1;Normal;Dry;No;Fighter type A;No
101834;21;Yes;No;1492;2;A1;Low;Wet;No;Fighter type C;No
101835;;No;No;3948;1;C;Low;Normal;Yes;Tanker;Yes
101836;47;No;No;2341;2;A1;Low;Dry;No;Fighter type C;No
101837;49;Yes;No;2128;1;C;Low;Normal;No;Passengers SD;No
101838;;No;Yes;2693;2;A2;Low;Dry;No;Other;No
101839;40;Yes;No;1793;1;A2;Low;Wet;No;Fighter type C;No
101840;44;No;Yes;2406;1;D;Low;Normal;No;Turboprop;No
101841;27;Yes;No;2864;2;A1;Normal;Normal;No;Unknown;No
101842;51;No;No;1476;2;;Low;Normal;No;Cargo;No
101843;39;No;Yes;3195;1;A1;Low;Wet;No;Fighter type B;No
101844;37;No;No;1802;2;A2;Low;Dry;Yes;Passengers LD;Yes
101845;61;Yes;No;2421;1;A2;Low;Wet;No;Passengers SD;No
101846;76;No;Yes;2219;2;A1;Low;Normal;No;Unknown;No
101847;66;No;No;1270;2;D;Low;Wet;No;Passengers SD;No
101848;34;No;No;4906;2;A1;Low;Normal;No;Fighter type C;No
101849;59;No;No;1871;1;A1;Low;Normal;No;Passengers SD;No
101850;59;Yes;No;2230;1;A1;Low;Wet;No;Turboprop;No
101851;68;No;Yes;587;1;C;Low;Wet;No;Cargo;No
101852;72;Yes;Yes;2380;2;D;Low;Normal;No;Fighter type B;No
101853;23;No;No;2781;2;C;Low;Dry;No;Fighter type B;No
101854;65;No;Yes;2596;2;A2;Low;Normal;No;Tanker;No
101855;58;No;No;2145;2;C;Low;Dry;Yes;Unknown;No
101856;64;No;No;2931;;D;Low;Normal;Yes;Passengers LD;No
101857;64;No;No;2637;2;B;Low;Dry;No;Other;No
101858;58;No;Yes;1784;1;;Low;Normal;No;Passengers SD;No
101859;69;No;No;2143;2;D;Low;Dry;No;Passengers SD;No
101860;38;No;Yes;1961;1;C;Low;Dry;No;Fighter type C;No
101861;58;Yes;No;2307;;C;Low;Wet;No;Passengers LD;No
101862;46;No;No;2030;1;D;Low;Normal;No;Helicopter;No
101863;53;No;Yes;2763;2;A2;Low;Normal;No;Passengers SD;No
101864;47;No;No;5896;2;A2;Low;Wet;Yes;Passengers SD;No
101865;34;No;No;1231;2;A2;Low;Wet;No;Other;No
101866;62;No;No;1731;1;C;Normal;Wet;;Fighter type A;No
101867;49;No;No;3540;1;D;;Normal;No;Unknown;No
101868;47;Yes;Yes;2794;2;B;Normal;Dry;No;Helicopter;No
101869;26;No;Yes;1661;1;A1;Normal;Wet;No;Fighter type C;No
101870;61;No;No;1352;1;B;Normal;Wet;No;Passengers SD;No
101871;57;No;No;2884;1;A1;Low;Wet;Yes;Unknown;No
101872;49;No;No;2906;1;A2;Low;Normal;Yes;Unknown;No
101873;67;No;No;2432;2;A1;Normal;Wet;No;Helicopter;No
101874;51;Yes;No;3562;2;C;Normal;Normal;No;Fighter type A;No
101875;37;Yes;No;2276;1;A2;Low;Wet;Yes;Passengers LD;No
101876;48;Yes;Yes;4002;2;A1;Low;Normal;No;Cargo;No
101877;41;Yes;No;2862;1;A1;Low;Wet;No;Helicopter;No
101878;54;Yes;No;2838;1;A1;Normal;Wet;Yes;;No
101879;53;Yes;No;3106;2;C;Low;Dry;No;Cargo;No
101880;;Yes;No;2756;2;C;Low;;No;Fighter type A;No
101881;29;Yes;No;3708;1;A1;Low;Normal;No;Helicopter;No
101882;35;No;No;2353;2;A1;Normal;Dry;No;Cargo;No
101883;42;No;No;3363;2;A1;Low;Wet;No;Fighter type A;No
101884;66;Yes;No;2625;2;C;Low;Dry;No;Tanker;No
101885;30;Yes;No;1769;1;C;Low;Normal;No;Other;No
101886;48;Yes;No;2943;2;C;Low;Dry;No;Cargo;No
101887;30;No;Yes;2495;1;C;Normal;Wet;No;Fighter type C;No
101888;64;Yes;No;3111;1;A1;Normal;Dry;No;Passengers LD;No
101889;38;No;No;1976;2;B;Normal;Dry;Yes;Tanker;No
101890;69;Yes;No;3856;2;A2;Low;Wet;Yes;Fighter type C;No
101891;69;No;No;2936;;B;Normal;Dry;No;Fighter type C;No
101892;38;Yes;No;1966;1;A2;Low;Dry;No;Passengers SD;No
101893;48;No;No;3734;2;A1;Low;Dry;No;Cargo;No
101894;53;Yes;Yes;2000;1;A1;Normal;Wet;Yes;;No
101895;64;No;Yes;4489;;A1;Normal;Normal;No;Fighter type C;No
101896;66;No;No;2279;1;A1;Low;Dry;No;Passengers SD;No
101897;38;No;No;2682;1;D;Normal;Dry;No;Helicopter;No
101898;49;Yes;Yes;1950;2;C;Normal;Wet;No;Turboprop;No
101899;53;No;Yes;1559;;A1;Normal;Normal;No;Fighter type C;No
101900;54;No;No;3510;2;C;Low;Dry;No;Fighter type B;No
101901;48;No;No;3223;1;D;Low;Dry;No;Fighter type B;No
101902;43;Yes;Yes;4006;1;A1;Low;Normal;No;Passengers LD;No
101903;45;No;Yes;2072;1;;Low;Wet;No;Passengers LD;No
101904;30;Yes;No;3357;2;C;Low;Wet;No;Passengers SD;No
101905;50;No;No;1535;2;D;Low;Dry;No;Other;No
101906;75;No;No;4468;1;C;Normal;Wet;Yes;Fighter type A;No
101907;74;No;No;1985;2;C;;Wet;No;Tanker;No
101908;78;No;No;4546;1;A1;Normal;Wet;No;Helicopter;No
101909;;Yes;Yes;2133;1;D;Low;Dry;No;Unknown;No
101910;24;No;No;2529;1;B;Low;Wet;No;Fighter type C;No
101911;84;No;No;3885;1;A1;Low;Normal;No;Fighter type A;No
101912;51;No;No;2600;1;B;Low;Wet;No;Passengers LD;No
101913;79;;;4016;1;C;Low;Dry;No;Fighter type B;No
101914;45;No;No;3437;1;A2;Low;Normal;No;Cargo;No
101915;38;No;No;3216;2;D;Low;Wet;No;Passengers LD;No
101916;61;;Yes;2940;1;C;Low;Wet;Yes;Fighter type B;No
101917;59;Yes;No;2961;1;D;Low;Wet;No;Helicopter;No
101918;38;No;No;3023;2;A2;Normal;Normal;No;Cargo;Yes
101919;68;Yes;No;2322;2;A1;Normal;Wet;No;Unknown;Yes
101920;82;No;No;2759;2;;Low;Wet;No;Helicopter;No
101921;32;No;Yes;2294;1;A2;Low;Normal;No;Fighter type A;No
101922;76;No;No;2334;2;A1;Low;Normal;No;Unknown;No
101923;73;No;No;3469;2;C;Low;Normal;No;Unknown;No
101924;53;No;Yes;2902;2;A2;Normal;Wet;No;Fighter type B;No
101925;68;Yes;Yes;2222;2;C;Low;Dry;Yes;Fighter type A;No
101926;46;No;Yes;1237;1;A1;Low;Wet;No;Unknown;No
101927;69;No;No;3378;1;C;Low;Normal;No;Tanker;No
101928;78;No;Yes;2492;1;C;Normal;Normal;No;Tanker;Yes
101929;43;No;No;2227;2;A1;Normal;Dry;Yes;Fighter type A;No
101930;76;No;No;4105;1;A2;Low;Wet;Yes;Other;No
101931;51;No;Yes;2612;1;A2;Normal;Normal;No;Tanker;No
101932;30;No;No;3642;1;A1;Normal;Wet;No;Cargo;No
101933;65;No;No;944;1;A2;Normal;Normal;Yes;Fighter type B;No
101934;60;No;No;3051;1;A1;Low;Dry;Yes;Other;No
101935;54;No;Yes;3340;2;C;Low;Dry;No;Fighter type C;No
101936;41;Yes;No;4521;2;A1;Normal;Normal;Yes;Fighter type A;No
101937;45;No;No;2568;2;D;Normal;Dry;Yes;Unknown;No
101938;;Yes;Yes;2387;1;A1;Low;Wet;Yes;Cargo;No
101939;83;No;No;7043;2;C;Low;;Yes;Unknown;No
101940;44;No;No;1850;;A1;;Dry;Yes;Other;No
101941;47;No;Yes;4432;2;A2;Low;Normal;No;Fighter type A;No
101942;25;Yes;No;2501;2;A1;Normal;Wet;No;Fighter type B;No
101943;34;No;No;3026;1;A1;Low;Dry;No;Tanker;No
101944;32;Yes;No;1911;1;A1;Normal;Wet;;Tanker;No
101945;48;Yes;No;2933;1;C;Low;Normal;No;Cargo;No
101946;32;No;Yes;2972;2;A1;Low;Normal;Yes;Fighter type C;No
101947;21;No;Yes;1563;1;A1;Low;Dry;No;Fighter type B;No
101948;19;No;No;3426;1;C;Low;Wet;No;Passengers LD;No
101949;29;No;No;1817;1;B;Low;Wet;Yes;Passengers LD;No
101950;45;Yes;No;2190;2;A1;Normal;;No;Helicopter;No
101951;47;Yes;;3066;2;D;Low;Normal;Yes;Fighter type A;No
101952;24;Yes;No;1441;2;;Low;Dry;No;Other;No
101953;75;Yes;No;2853;2;A2;Normal;Wet;No;Fighter type B;No
101954;54;No;No;2449;1;D;Low;Dry;Yes;Fighter type C;No
101955;67;No;;1769;1;A1;Normal;Normal;No;Fighter type B;No
101956;56;No;Yes;3188;2;D;Normal;Normal;No;Fighter type C;No
101957;61;No;No;2983;1;A1;Normal;Normal;Yes;Turboprop;No
101958;23;No;Yes;2159;1;A1;Low;Normal;Yes;Helicopter;No
101959;61;Yes;Yes;2565;2;D;Low;Normal;No;Helicopter;Yes
101960;48;No;Yes;2778;2;A2;Low;Dry;No;Fighter type B;No
101961;61;No;No;2312;2;C;Low;Wet;Yes;Fighter type C;Yes
101962;52;No;No;2529;2;D;Low;Wet;No;Cargo;No
101963;61;No;No;2062;1;A1;Low;Normal;No;Fighter type C;No
101964;68;Yes;No;3005;2;A1;Low;Wet;Yes;Passengers SD;No
101965;50;No;No;2423;2;A1;Low;Wet;Yes;Other;No
101966;68;No;Yes;1101;2;C;Low;;No;Passengers LD;No
101967;23;Yes;No;2197;1;C;Low;Dry;No;Fighter type B;No
101968;55;No;No;2314;1;D;Normal;Dry;Yes;Passengers LD;No
101969;71;No;No;4019;2;D;Low;Wet;;Cargo;No
101970;34;Yes;Yes;1642;1;C;;Normal;No;;No
101971;39;No;No;2184;2;B;Low;Dry;No;Other;No
101972;62;Yes;No;1210;2;C;;Wet;Yes;Fighter type C;No
101973;47;No;Yes;2417;1;C;Low;Dry;No;Passengers SD;No
101974;43;No;Yes;1730;1;C;Normal;Wet;No;Unknown;No
101975;37;Yes;Yes;3763;1;C;Low;Wet;No;Turboprop;No
101976;70;No;No;3703;1;A1;Low;Wet;No;Passengers SD;No
101977;;No;No;3605;2;A2;Low;Wet;Yes;Unknown;No
101978;34;Yes;No;3204;2;C;Low;Normal;No;Unknown;No
101979;58;Yes;No;3024;2;C;Low;Dry;No;Passengers SD;No
101980;65;No;No;1925;1;A2;Low;Normal;No;Other;No
101981;58;No;No;1692;2;D;Low;Dry;No;;No
101982;37;No;No;4212;2;D;Low;Wet;Yes;Other;No
101983;51;No;No;1295;2;D;Low;Dry;No;Fighter type C;No
101984;34;Yes;No;2363;1;A1;Normal;Dry;No;Fighter type C;No
101985;52;Yes;Yes;843;2;A2;Low;Wet;No;Fighter type B;No
101986;50;No;No;2538;2;A2;Low;Wet;No;Fighter type A;No
101987;60;No;No;2807;2;A1;Low;Dry;No;Turboprop;No
101988;56;Yes;Yes;3284;1;A1;Low;Dry;No;Cargo;No
101989;57;No;No;2836;1;C;Low;Wet;No;Fighter type C;No
101990;45;No;No;3299;1;C;Low;Wet;No;Other;No
101991;30;Yes;Yes;3108;2;A1;Low;Normal;Yes;Other;No
101992;;No;No;2742;1;C;Low;;Yes;Cargo;No
101993;47;Yes;Yes;2022;2;A1;Low;Dry;No;Helicopter;No
101994;63;Yes;No;2483;1;C;Low;Normal;No;Passengers SD;No
101995;29;No;No;4076;1;C;Low;Wet;No;Turboprop;No
101996;44;No;No;1518;2;;Low;Wet;Yes;Fighter type C;No
101997;76;;No;2062;2;D;Low;Wet;No;Passengers LD;No
101998;33;No;Yes;2424;1;B;Low;Normal;Yes;Fighter type C;No
101999;58;Yes;Yes;1418;1;A2;Normal;Dry;Yes;Fighter type C;No
102000;28;No;No;1247;2;;Low;Dry;Yes;Tanker;No
102001;40;No;Yes;1586;2;A2;Low;Wet;No;Unknown;No
102002;72;No;No;1744;1;A1;Low;Wet;No;Fighter type A;No
102003;75;No;No;1556;2;A1;Low;Dry;Yes;Unknown;No
102004;56;No;Yes;2354;2;C;Normal;Dry;No;Cargo;No
102005;60;Yes;No;2135;1;A1;Low;Normal;No;Passengers LD;No
102006;27;No;No;1936;1;C;Low;Wet;No;Fighter type C;No
102007;32;No;Yes;3339;2;A1;;Dry;Yes;Turboprop;No
102008;73;No;No;2807;2;A1;Low;Wet;Yes;Unknown;No
102009;36;Yes;No;4331;2;C;Normal;Dry;No;Cargo;No
102010;50;Yes;Yes;3459;1;A1;Normal;Normal;Yes;Other;No
102011;41;Yes;No;2438;1;A1;Low;Normal;No;Fighter type C;No
102012;47;No;Yes;2227;2;C;Low;Wet;No;Passengers LD;No
102013;22;No;Yes;4649;2;C;Low;Dry;No;Helicopter;No
102014;59;Yes;No;2356;2;A1;Low;Wet;No;Fighter type C;No
102015;;No;No;2293;2;D;Low;Wet;No;Tanker;No
102016;32;No;No;1838;2;C;Low;;No;Helicopter;No
102017;52;No;No;3379;1;C;Normal;Normal;Yes;Other;No
102018;47;Yes;No;3330;1;D;Low;Dry;No;Fighter type C;No
102019;59;Yes;No;3787;1;A2;Normal;Normal;Yes;Tanker;No
102020;76;No;No;4622;1;A1;Normal;Dry;Yes;Other;No
102021;;Yes;No;2426;;A1;Low;Normal;Yes;Fighter type A;No
102022;72;No;Yes;2482;2;C;Normal;Wet;No;Fighter type A;No
102023;30;Yes;No;1880;2;D;Normal;Wet;No;Other;No
102024;86;No;No;3435;2;D;Normal;Normal;No;Fighter type C;No
102025;20;Yes;Yes;3062;2;A1;Low;Normal;No;Unknown;No
102026;30;No;No;1923;2;;Low;Wet;No;Fighter type C;No
102027;36;No;Yes;2783;2;A2;Normal;;No;Fighter type B;No
102028;28;No;No;3073;2;D;Low;Normal;Yes;Tanker;Yes
102029;32;No;Yes;2152;2;C;Normal;Wet;No;Fighter type A;Yes
102030;28;No;No;1510;1;A2;Low;Normal;Yes;Fighter type C;No
102031;;No;No;3112;2;C;Low;;No;Passengers SD;No
102032;40;No;No;2603;1;A1;Low;Wet;Yes;Cargo;No
102033;20;No;No;1993;2;A1;Low;Dry;Yes;Turboprop;No
102034;79;No;No;2658;2;C;Normal;Normal;No;Cargo;No
102035;60;Yes;Yes;4068;2;B;Low;Normal;No;Passengers LD;No
102036;53;No;No;2821;2;C;Low;Normal;No;Unknown;No
102037;48;No;No;1512;1;A1;;Normal;No;Fighter type A;No
102038;33;No;Yes;1755;2;A2;Low;Wet;Yes;Passengers SD;No
102039;44;Yes;Yes;1277;1;A1;Low;Dry;Yes;Tanker;No
102040;71;No;;4083;1;A2;Low;Dry;No;Cargo;No
102041;78;No;No;4026;2;C;Normal;Wet;Yes;Cargo;Yes
102042;49;No;No;2482;1;A1;Normal;Wet;No;Helicopter;No
102043;50;No;No;2845;2;C;Low;Normal;Yes;;Yes
102044;54;No;Yes;2441;1;A2;Normal;Wet;Yes;Helicopter;No
102045;56;Yes;No;1779;1;;Low;Dry;Yes;Passengers SD;No
102046;40;No;No;2406;2;A1;Normal;Dry;Yes;Tanker;No
102047;54;Yes;Yes;1913;1;A2;Normal;Wet;No;Passengers LD;No
102048;41;No;No;2285;2;C;Low;Normal;No;Other;Yes
