Code Client;Marque;Usage;CSP;Puissance;Valeur;Zone_tarif;Statut Marital;Permis;Garage;Age;Ancienneté;Ancienneté Contrat;Prime;Type Assurance;Fraude
1320414;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;5;Marié;1980;Oui;53,00;13,00;20,00;284,01;Tiers;Non
1320506;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;2;5;Inconnu;1988;Non;;10,00;10,00;393,47;Tous risques;Non
1321025;Renault;Privé & trajet travail;Employés (E);5;6;5;Inconnu;2001;Oui;30,00;13,00;4,00;377,16;Tiers;Oui
1321215;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);5;5;2;Célibataire;2005;Oui;28,00;5,00;7,00;1181,94;Tous risques;Oui
1321386;BMW;Privé;Retraités  (R);6;7;3;Marié;1974;Oui;77,00;8,00;39,00;781,76;Tous risques;Non
1337890;Renault;Privé & Professionnel;Ouvriers (O);9;11;7;Inconnu;1975;Oui;55,00;8,00;11,00;1980,16;Tous risques;Non
1337926;Peugeot;Privé;Professions intermédiaires (PI);5;4;5;Marié;1984;Non;;4,00;28,00;1178,43;Tous risques sérénité;Non
1323446;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;3;Célibataire;2008;Non;23,00;9,00;4,00;1393,23;Tous risques;Oui
1323887;Smart;Privé & trajet travail;Employés (E);8;8;3;Marié;1998;Oui;35,00;9,00;14,00;241,78;Tiers;Non
1324766;Kia;Privé & Professionnel;Ouvriers (O);10;14;5;Marié;1971;Non;65,00;11,00;4,00;1641,42;Tous risques;Non
1325262;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;1;Marié;1999;Oui;35,00;11,00;8,00;326,24;Tous risques;Non
1325883;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);9;14;3;Marié;1987;Oui;44,00;14,00;7,00;755,84;Tous risques sérénité;Non
1326132;Ford;Privé & Professionnel;Ouvriers (O);7;11;5;Marié;1994;Non;36,00;11,00;4,00;748,83;Tous risques;Non
1326590;Renault;Privé & trajet travail;Ouvriers (O);6;8;5;Célibataire;2007;Non;25,00;12,00;4,00;1115,32;Tiers;Oui
1326697;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;5;4;Célibataire;1983;Non;48,00;22,00;12,00;453,69;Tous risques;Non
1326837;Kia;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);8;11;6;Marié;1987;Oui;45,00;12,00;11,00;1368,99;Tous risques;Oui
1328255;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;6;3;Marié;1993;Non;39,00;19,00;6,00;224,10;Tiers;Non
1328359;Alfa Romeo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;12;5;Marié;2000;Oui;32,00;6,00;6,00;2371,34;Tous risques;Non
1328371;Renault;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);10;12;7;Marié;1973;Oui;57,00;6,00;5,00;1375,40;Tous risques;Non
1328453;Ford;Privé;Retraités  (R);5;6;1;Marié;1993;Oui;67,00;6,00;16,00;425,49;Tous risques;Non
1328778;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;9;3;Célibataire;1997;Oui;33,00;7,00;6,00;1070,19;Tiers;Oui
1328780;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;6;4;Inconnu;1980;Oui;55,00;12,00;15,00;609,19;Tiers;Non
1329573;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;8;5;Marié;1989;Non;45,00;5,00;13,00;1255,88;Tous risques;Non
1329603;Peugeot;Privé;Retraités  (R);9;8;;Marié;1972;Non;62,00;12,00;5,00;904,48;Tous risques sérénité;Non
1330872;Renault;Privé & trajet travail;Employés (E);7;6;5;Marié;1974;Oui;58,00;6,00;24,00;1016,07;Tiers;Non
1331178;Peugeot;Privé & Professionnel;Ouvriers (O);6;4;4;Inconnu;;Non;;8,00;8,00;1268,68;Tiers;Non
1331673;Peugeot;Privé;Professions intermédiaires (PI);8;9;5;Marié;1971;Oui;65,00;4,00;16,00;1072,78;Tous risques;Non
1330731;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);8;11;4;Marié;1996;Oui;34,00;8,00;12,00;953,42;Tous risques sérénité;Oui
1330994;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;8;3;Marié;1978;Non;63,00;11,00;11,00;534,33;Tous risques;Non
1331337;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;3;Célibataire;2006;Oui;27,00;14,00;4,00;1311,37;Tous risques;Oui
1331509;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;2;Marié;1984;Oui;49,00;16,00;6,00;378,07;Tiers;Non
1331606;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;3;Marié;1993;Oui;39,00;10,00;5,00;209,77;Tous risques;Non
1332450;Lancia;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;11;3;Marié;1985;Oui;46,00;9,00;4,00;1417,93;Tous risques;Non
1333891;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;3;6;Inconnu;1986;Oui;47,00;8,00;8,00;866,67;Tous risques;Non
1334234;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;2;Marié;1997;Non;33,00;9,00;5,00;898,69;Tiers;Non
1335676;Chrysler;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;18;2;Marié;1989;Oui;41,00;6,00;4,00;1257,86;Tous risques;Non
1335880;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;11;6;Marié;1990;Non;59,00;15,00;8,00;673,21;Tiers;Non
1337165;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;6;Inconnu;1993;Oui;38,00;7,00;6,00;649,89;Tous risques sérénité;Non
1338301;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;2;3;Célibataire;2007;Oui;25,00;5,00;5,00;2514,80;Tous risques sérénité;Oui
1338518;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;5;Célibataire;1981;Non;50,00;7,00;8,00;1262,28;Tous risques;Non
1338962;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;7;7;Marié;1992;Non;37,00;14,00;4,00;0,00;Tous risques;Oui
1339457;Mercedes-Benz;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;6;Marié;1992;Oui;39,00;6,00;6,00;756,15;Tous risques;Non
1401467;Ford;Privé & trajet travail;Employés (E);6;7;1;Marié;1989;Oui;42,00;11,00;8,00;461,01;Tous risques sérénité;Oui
1402407;Renault;Privé;Professions intermédiaires (PI);5;4;2;Marié;1973;Non;77,00;9,00;12,00;480,21;Tous risques;Non
1402881;Peugeot;Privé;Professions intermédiaires (PI);4;2;2;Marié;1981;Non;49,00;11,00;25,00;1037,26;Tous risques sérénité;Non
1340055;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;6;Marié;1995;Non;36,00;19,00;5,00;239,80;Tous risques;Oui
1340694;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);4;4;4;Marié;1981;Non;51,00;14,00;5,00;214,50;Tous risques;Non
1341211;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);6;4;2;Marié;1988;Oui;42,00;8,00;9,00;266,94;Tous risques sérénité;Non
1342093;Ford;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);4;8;10;Marié;1978;Non;57,00;13,00;6,00;661,17;Tous risques sérénité;Oui
1343053;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);7;8;3;Marié;1974;Non;61,00;6,00;4,00;479,30;Tous risques sérénité;Non
1343307;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);10;13;6;Inconnu;;Non;;8,00;5,00;2693,01;Tous risques;Non
1344084;Citroën;Privé;Retraités  (R);7;7;4;Marié;1959;Oui;72,00;4,00;13,00;;Tous risques sérénité;Non
1344143;Peugeot;Privé;Professions intermédiaires (PI);6;5;3;Marié;1989;Oui;43,00;13,00;4,00;163,58;Tiers;Non
1344216;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;3;Inconnu;1983;Oui;56,00;10,00;13,00;1314,87;Tous risques;Non
1345013;Lancia;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);7;8;3;Marié;1975;Oui;60,00;10,00;17,00;405,97;Tous risques;Non
1345194;Renault;Privé;Retraités  (R);9;10;8;Marié;1979;Oui;78,00;8,00;13,00;1790,21;Tiers;Oui
1345538;Renault;Privé & trajet travail;Employés (E);7;6;5;Marié;1990;Oui;65,00;7,00;5,00;768,65;Tiers;Non
1346036;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;5;Marié;1982;Oui;52,00;5,00;14,00;501,10;Tous risques;Non
1346299;Peugeot;Privé;Retraités  (R);6;5;3;Marié;1975;Oui;62,00;10,00;12,00;254,13;Tous risques sérénité;Non
1346548;Alfa Romeo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;10;5;Marié;1993;Non;44,00;15,00;6,00;378,99;Tous risques;Non
1346570;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;10;5;Inconnu;1982;Non;;5,00;9,00;3238,63;Tiers;Non
1346789;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);7;7;1;Marié;1961;Oui;70,00;22,00;23,00;225,32;Tous risques;Non
1347206;Citroën;Privé;Professions intermédiaires (PI);6;9;2;Marié;1995;Oui;51,00;10,00;5,00;705,23;Tiers;Non
1347615;Citroën;Privé;Professions intermédiaires (PI);9;10;4;Marié;1944;Oui;86,00;11,00;16,00;1286,06;Tous risques;Oui
1348889;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);6;6;2;Marié;1976;Oui;75,00;11,00;4,00;422,28;Tous risques;Non
1347905;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;2;Divorcé;1986;Non;45,00;6,00;11,00;907,68;Tous risques sérénité;Non
1349227;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;3;Marié;1990;Oui;41,00;10,00;11,00;1133,92;Tiers;Oui
1349676;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;3;Célibataire;1998;Non;32,00;5,00;5,00;1945,25;Tous risques;Oui
1351231;Chrysler;Privé;Retraités  (R);10;13;2;Marié;1963;Oui;71,00;10,00;14,00;705,53;Tiers;Non
1352040;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;5;3;Célibataire;1997;Oui;33,00;14,00;5,00;189,80;Tiers;Non
1353189;Mazda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;3;Marié;1979;Oui;54,00;18,00;5,00;402,16;Tous risques;Non
1353287;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;5;10;Marié;1993;Non;38,00;6,00;6,00;1247,64;Tiers;Non
1353649;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;9;5;Marié;1998;Non;47,00;6,00;11,00;1247,34;Tous risques;Non
1353681;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;4;5;Marié;1977;Non;53,00;10,00;5,00;348,96;Tous risques;Non
1353766;Peugeot;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);6;5;4;Marié;1979;Non;54,00;9,00;6,00;786,03;Tous risques sérénité;Non
1353901;Renault;Privé & trajet travail;Employés (E);4;4;7;Célibataire;2000;Oui;31,00;13,00;10,00;418,47;Tous risques;Non
1354148;Alfa Romeo;Privé & Professionnel;Ouvriers (O);10;14;3;Marié;1990;Oui;49,00;16,00;11,00;777,34;Tous risques;Oui
1355005;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;3;2;Célibataire;2002;Oui;30,00;7,00;7,00;2127,73;Tous risques sérénité;Oui
1355467;Toyota;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;16;7;Inconnu;1986;Oui;47,00;13,00;13,00;675,50;Tous risques;Non
1355812;Renault;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);5;4;2;Célibataire;2005;Oui;25,00;12,00;5,00;1470,07;Tous risques sérénité;Oui
1371266;Citroën;Privé;Retraités  (R);10;10;2;Marié;1967;Oui;72,00;6,00;6,00;1006,93;Tiers;Non
1371677;Audi;Privé;Employés (E);10;13;5;Inconnu;1976;Oui;55,00;8,00;16,00;1278,29;Tous risques sérénité;Non
1372555;Renault;Privé;Retraités  (R);2;3;2;Marié;1961;Oui;70,00;13,00;5,00;194,07;Tiers;Non
1373861;Peugeot;Privé & trajet travail;Employés (E);5;5;3;Marié;1999;Oui;41,00;11,00;10,00;563,76;Tous risques sérénité;Oui
1356676;Smart;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;16;7;Marié;2003;Non;48,00;7,00;6,00;2627,15;Tous risques;Non
1357055;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);3;5;3;Marié;1983;Oui;47,00;13,00;4,00;337,06;Tous risques;Non
1357294;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;8;3;Marié;1979;Oui;58,00;5,00;12,00;716,21;Tous risques;Non
1357436;Citroën;Privé;Professions intermédiaires (PI);2;2;8;Célibataire;2007;Oui;29,00;12,00;4,00;1053,58;Tous risques sérénité;Oui
1358231;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Célibataire;1981;Non;54,00;5,00;25,00;1103,58;Tiers;Non
1358822;Volkswagen;Privé & trajet travail;Employés (E);6;5;5;Célibataire;1997;Non;39,00;7,00;5,00;1427,53;Tous risques;Non
1360228;Toyota;Privé & Professionnel;Ouvriers (O);8;15;4;Marié;1981;Oui;49,00;13,00;5,00;1094,89;Tous risques;Non
1360689;Ford;Privé & trajet travail;Employés (E);11;18;6;Marié;1961;Oui;69,00;5,00;11,00;2245,12;Tous risques;Non
1361819;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);5;4;3;Célibataire;1997;Non;41,00;17,00;15,00;387,37;Tous risques;Non
1361875;Citroën;Privé & trajet travail;Employés (E);8;9;3;Inconnu;1993;Non;37,00;10,00;11,00;975,83;Tous risques;Non
1362742;Mazda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;3;Marié;1987;Oui;48,00;17,00;4,00;238,58;Tous risques;Non
1362943;Fiat;Privé & Professionnel;Ouvriers (O);8;12;3;Marié;1982;Oui;50,00;4,00;6,00;1839,30;Tous risques;Non
1363461;Autres;Privé & trajet travail;Employés (E);11;18;6;Célibataire;1988;Non;43,00;10,00;4,00;1770,70;Tiers;Oui
1363976;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;8;Marié;1968;Oui;63,00;8,00;7,00;429,91;Tous risques;Non
1364229;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;11;8;Inconnu;;Oui;;4,00;4,00;2324,24;Tiers;Non
1365981;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);10;9;2;Célibataire;1994;Oui;37,00;25,00;12,00;243,00;Tous risques;Non
1367567;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);2;3;1;Marié;1977;Oui;58,00;16,00;5,00;200,47;Tous risques;Non
1368251;Chrysler;Privé & Professionnel;Agriculteurs exploitants (AE);7;7;2;Marié;1974;Oui;68,00;21,00;5,00;463,29;Tous risques;Non
1369516;Renault;Privé;Professions intermédiaires (PI);9;9;9;Célibataire;1983;Non;48,00;14,00;26,00;344,84;Tiers;Non
1370279;Alfa Romeo;Privé;Professions intermédiaires (PI);9;11;3;Marié;1978;Non;58,00;8,00;8,00;1304,96;Tous risques;Non
1366604;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;4;Marié;1994;Oui;37,00;6,00;6,00;542,72;Tous risques;Non
1367050;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);8;8;10;Marié;1985;Non;49,00;5,00;4,00;2261,12;Tous risques sérénité;Oui
1367580;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;2;Inconnu;1982;Oui;52,00;14,00;7,00;277,00;Tous risques;Non
1368230;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;7;5;Marié;1993;Oui;38,00;12,00;4,00;208,70;Tous risques;Non
1368907;Renault;Privé & trajet travail;Professions intermédiaires (PI);2;3;3;Marié;1978;Non;56,00;10,00;13,00;263,74;Tous risques sérénité;Non
1369064;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);8;15;5;Inconnu;1994;Non;39,00;5,00;6,00;2981,75;Tous risques;Non
1369530;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);10;11;4;Marié;1973;Oui;59,00;4,00;9,00;1523,27;Tous risques;Non
1369835;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;8;Marié;1967;Non;64,00;12,00;5,00;437,68;Tous risques;Non
1370459;Alfa Romeo;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);11;18;6;Marié;1992;Oui;40,00;6,00;4,00;2116,14;Tous risques;Non
1372221;Smart;Privé & Professionnel;Professions intermédiaires (PI);6;9;5;Marié;1995;Non;35,00;11,00;5,00;1375,09;Tous risques sérénité;Non
1373455;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;5;1;Marié;1989;Oui;41,00;12,00;6,00;400,18;Tous risques sérénité;Non
1373702;Volkswagen;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);4;3;5;Célibataire;2004;Oui;26,00;9,00;5,00;1206,02;Tous risques;Oui
1374108;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;9;3;Marié;2001;Oui;29,00;4,00;7,00;1640,35;Tiers;Non
1374643;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);3;3;3;Marié;1965;Oui;73,00;8,00;10,00;516,34;Tous risques sérénité;Non
1374648;Chrysler;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;17;3;Marié;2000;Oui;31,00;6,00;5,00;2094,65;Tous risques;Non
1396626;Ford;Privé & trajet travail;Employés (E);5;6;4;Célibataire;1990;Non;42,00;6,00;6,00;938,02;Tous risques;Non
1396697;Volkswagen;Privé;Retraités  (R);6;8;2;Marié;1951;Oui;79,00;12,00;11,00;280,20;Tous risques sérénité;Non
1396899;Citroën;Privé & trajet travail;Employés (E);5;1;3;Marié;1986;Non;45,00;12,00;5,00;160,38;Tiers;Non
1396966;Volvo;Privé;Retraités  (R);7;9;5;Marié;1963;Oui;83,00;14,00;8,00;612,39;Tous risques sérénité;Non
1374899;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;2;Marié;1989;Oui;42,00;14,00;5,00;258,10;Tous risques sérénité;Non
1375181;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;10;1;Marié;1984;Oui;46,00;15,00;8,00;518,33;Tous risques;Non
1375249;Saab;Privé;Retraités  (R);4;5;4;Marié;2000;Non;68,00;12,00;12,00;525,03;Tous risques;Oui
1375366;Volkswagen;Privé;Retraités  (R);11;13;3;Marié;1967;Oui;65,00;5,00;12,00;834,05;Tiers;Non
1375488;Alfa Romeo;Privé;Professions intermédiaires (PI);11;18;2;Marié;1987;Oui;43,00;13,00;8,00;795,94;Tiers;Non
1375592;Renault;Privé & trajet travail;Employés (E);5;5;3;Marié;1984;Non;49,00;15,00;6,00;212,21;Tous risques;Non
1375768;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;4;3;Marié;1991;Oui;46,00;8,00;7,00;646,38;Tous risques;Non
1375845;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Marié;1991;Oui;42,00;5,00;8,00;838,16;Tous risques;Non
1375972;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;3;Marié;1988;Non;45,00;13,00;12,00;240,11;Tiers;Non
1377206;Renault;Privé;Professions intermédiaires (PI);4;4;3;Marié;1986;Non;48,00;15,00;5,00;265,41;Tous risques;Non
1377337;Porsche;Privé;Professions intermédiaires (PI);7;4;2;Marié;1978;Non;57,00;9,00;9,00;378,99;Tous risques sérénité;Non
1377408;Audi;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;17;6;Marié;1983;Oui;48,00;24,00;11,00;464,51;Tous risques;Non
1378862;Alfa Romeo;Privé;Retraités  (R);8;8;6;Marié;1979;Non;65,00;16,00;5,00;573,36;Tous risques;Non
1378978;Nissan;Privé;Retraités  (R);9;12;3;Marié;1968;Oui;67,00;5,00;5,00;1161,20;Tous risques sérénité;Non
