ID;Age;Sexe; Salaire ;Sexe;Statut;Division;Département;Poste;Ancienneté;Mobilité;HeuresSup;Attrition;Déplacement;Distance lieu de travail;Notation 2017;Grade;Satisfaction;Heures supplémentaires;Nombre employeurs précédents;Ancienneté;Ancienneté compagnie;Ancienneté dans le poste;Dernière augmentation;Manager;Satisfaction lieu de travail;Formation;Equilbre;Notation 2018;Satisfaction équipe
552;31;F; 12 472,50 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;9;Rarement;Non;En poste;Travel_Rarely;3;Very High;2;Medium;No;9;12;8;3;3;6;High;3;Bad;Excellent;High
553;48;M; 11 433,00 € ;Femme;Marié;Digital;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;9;High;4;Very High;No;7;30;10;7;1;1;High;1;Good;Excellent;High
554;44;M; 5 173,00 € ;Homme;Marié;Digital;R&D;Développeur logiciels;4;Rarement;Oui;En poste;Travel_Rarely;2;Medium;1;Very High;Yes;0;5;4;2;2;3;Very High;2;Good;Outstanding;Very High
555;42;M; 11 147,50 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;4;Rarement;Non;Démission;Travel_Rarely;7;Medium;2;Low;No;8;9;7;6;0;7;Very High;2;Bad;Excellent;Low
556;35;F; 5 942,00 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;7;Rarement;Non;En poste;Travel_Rarely;10;High;1;Medium;No;1;2;2;2;2;2;Very High;2;Better;Excellent;Very High
557;29;F; 6 332,00 € ;Femme;Marié;Digital;R&D;Responsable Qualité;0;Rarement;Oui;Démission;Travel_Rarely;6;High;2;Very High;No;2;19;2;2;2;2;Very High;4;Better;Excellent;Very High
558;41;F; 5 552,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;7;Jamais;Oui;En poste;Non-Travel;2;High;2;Low;No;2;16;1;0;0;0;Very High;2;Best;Excellent;Low
559;27;F; 1 108,50 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Frequently;24;High;2;Very High;No;1;10;10;8;4;7;Low;2;Better;Excellent;Very High
560;27;F; 11 242,00 € ;Femme;Célibataire;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;4;Ponctuellement;Non;En poste;Travel_Rarely;2;High;1;High;Yes;6;6;1;0;0;1;Very High;0;Bad;Excellent;Medium
561;34;F; 11 470,50 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;9;Rarement;Oui;En poste;Travel_Rarely;8;High;2;Low;No;3;7;0;0;0;0;Medium;3;Better;Excellent;High
562;51;F; 7 298,00 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;6;Ponctuellement;Non;En poste;Travel_Rarely;3;Medium;4;Low;No;1;34;34;6;1;16;High;3;Best;Excellent;Low
563;50;F; 8 771,50 € ;Femme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;1;High;1;Very High;Yes;1;10;10;9;7;8;Very High;2;Good;Excellent;High
564;43;F; 5 387,50 € ;Femme;Célibataire;Logiciels;R&D;Directeur Commercial;1;Rarement;Oui;En poste;Travel_Rarely;26;High;2;Very High;No;1;6;6;5;1;4;High;5;Good;Outstanding;Medium
565;28;F; 9 619,00 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;2;Low;2;High;No;0;9;8;7;3;1;Medium;3;Better;Excellent;Low
566;41;F; 1 149,50 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;5;Jamais;Non;En poste;Travel_Rarely;10;Very High;1;High;No;1;2;2;2;0;2;Low;3;Better;Excellent;Very High
567;37;F; 11 588,50 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;3;Ponctuellement;Non;En poste;Travel_Frequently;27;Very High;2;High;Yes;4;8;5;4;1;3;Medium;2;Better;Excellent;Very High
568;25;F; 4 228,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;4;Jamais;Non;En poste;Travel_Rarely;2;High;2;Very High;No;1;6;6;5;1;4;Very High;5;Better;Outstanding;High
569;40;M; 10 767,50 € ;Femme;Divorcé;Logiciels;Ressources Humaines;Manager;9;Rarement;Non;En poste;Travel_Rarely;2;High;5;Low;Yes;5;24;5;2;1;4;Very High;2;Better;Excellent;Very High
570;59;M; 7 508,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;4;Jamais;Non;En poste;Non-Travel;8;Medium;3;Low;No;1;10;10;7;0;9;Low;1;Better;Excellent;Medium
571;26;F; 2 690,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Non;En poste;Non-Travel;19;High;1;Very High;No;0;5;4;3;1;2;Very High;3;Better;Excellent;Low
572;48;F; 2 724,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable d'équipe;2;Rarement;Non;En poste;Travel_Frequently;1;Low;1;Very High;No;3;5;2;2;2;0;Low;2;Better;Excellent;Low
573;37;F; 12 164,00 € ;Femme;Divorcé;Logiciels;R&D;Responsable d'équipe;7;Ponctuellement;Oui;En poste;Travel_Rarely;27;High;2;High;No;4;11;8;7;1;1;Medium;3;Good;Excellent;Low
574;47;F; 9 283,50 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable d'Agence;8;Rarement;Non;En poste;Travel_Rarely;8;Medium;2;Low;No;6;6;4;3;1;2;Very High;2;Good;Excellent;High
575;52;F; 7 808,00 € ;Femme;Divorcé;Digital;R&D;Responsable d'Agence;10;Rarement;Non;En poste;Travel_Rarely;1;Very High;1;Very High;No;2;10;4;2;1;3;Medium;2;Better;Excellent;High
576;42;F; 5 553,00 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Oui;Démission;Travel_Rarely;19;High;2;Low;Yes;9;9;5;3;1;4;Very High;4;Better;Excellent;Medium
577;59;F; 10 172,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'Agence;7;Ponctuellement;Non;En poste;Travel_Frequently;8;High;2;Very High;No;0;5;4;2;1;1;High;3;Better;Excellent;Medium
578;29;F; 9 707,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;2;Rarement;Non;En poste;Travel_Rarely;10;High;1;Low;Yes;0;6;5;3;4;3;Very High;3;Good;Excellent;Medium
579;31;F; 7 481,50 € ;Femme;Marié;Logiciels;Ventes;Ingénieur d'affaires;0;Ponctuellement;Oui;Démission;Travel_Frequently;2;Very High;2;Low;Yes;6;17;15;7;4;12;Low;2;Better;Excellent;Very High
580;35;M; 10 569,50 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Oui;Démission;Travel_Rarely;2;Medium;1;Low;No;1;6;6;5;1;3;High;3;Better;Excellent;High
581;30;F; 12 842,00 € ;Femme;Célibataire;Electronique;R&D;Développeur logiciels;5;Jamais;Non;En poste;Travel_Rarely;8;High;1;Very High;No;1;3;3;2;0;2;Low;1;Good;Excellent;Medium
582;43;F; 10 300,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable d'Agence;7;Rarement;Non;En poste;Travel_Rarely;1;Low;1;High;No;3;7;2;2;0;2;Very High;2;Better;Outstanding;High
583;35;F; 3 010,00 € ;Femme;Divorcé;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Frequently;2;Very High;2;Medium;No;1;8;8;7;3;7;High;2;Better;Outstanding;Very High
584;47;F; 7 471,50 € ;Homme;Divorcé;Digital;R&D;Directeur Commercial;3;Rarement;Oui;En poste;Travel_Rarely;8;High;2;Low;No;5;6;3;2;1;2;High;1;Better;Excellent;Medium
585;37;F; 3 877,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;7;Rarement;Non;En poste;Travel_Frequently;8;High;5;Very High;No;1;24;24;7;14;9;Medium;4;Good;Excellent;Medium
586;32;F; 6 503,50 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Rarely;6;Very High;1;Low;Yes;1;1;0;0;0;0;High;2;Better;Outstanding;High
587;36;F; 3 676,50 € ;Homme;Marié;Logiciels;R&D;Directeur Commercial;0;Rarement;Non;En poste;Non-Travel;9;Medium;1;Medium;No;1;1;1;0;0;0;High;4;Better;Excellent;High
588;37;F; 9 485,00 € ;Homme;Marié;Marketing;Ventes;Architecte;1;Rarement;Non;En poste;Travel_Rarely;11;High;2;High;No;8;9;5;2;1;4;Very High;3;Better;Outstanding;Medium
589;49;F; 8 835,00 € ;Homme;Célibataire;Ordinateurs;Ventes;Manager;3;Ponctuellement;Non;En poste;Travel_Rarely;2;High;4;High;No;5;30;4;3;0;3;High;3;Better;Excellent;Very High
590;36;F; 10 866,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;8;Jamais;Non;En poste;Travel_Rarely;1;Medium;1;Low;Yes;1;1;1;0;0;0;Medium;1;Better;Excellent;Very High
591;52;M; 3 536,50 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;7;Ponctuellement;Non;En poste;Travel_Rarely;7;High;3;High;No;0;14;13;9;3;7;High;3;Best;Excellent;Very High
592;31;F; 2 905,50 € ;Homme;Célibataire;Digital;R&D;Responsable Qualité;2;Rarement;Oui;En poste;Travel_Rarely;16;High;2;Low;No;5;6;3;2;0;2;Low;3;Better;Excellent;High
593;43;F; 8 505,00 € ;Femme;Divorcé;Marketing;Ventes;Manager;10;Jamais;Non;En poste;Travel_Rarely;2;High;4;Very High;Yes;1;26;26;14;3;0;High;3;Good;Excellent;High
594;40;F; 7 125,00 € ;Homme;Célibataire;Digital;Ventes;Ingénieur d'affaires;4;Rarement;Oui;En poste;Travel_Rarely;1;High;2;Medium;No;0;10;9;7;0;5;High;2;Better;Excellent;Low
595;31;F; 8 251,50 € ;Femme;Divorcé;Logiciels;R&D;Développeur logiciels;9;Rarement;Non;En poste;Travel_Rarely;23;Very High;1;High;No;1;10;10;7;0;7;High;3;Better;Outstanding;High
596;34;F; 5 204,00 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;2;High;5;Medium;Yes;7;40;31;15;13;8;Very High;2;Better;Excellent;Very High
597;34;F; 6 371,00 € ;Femme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Oui;Démission;Travel_Rarely;1;Very High;1;High;No;3;7;2;2;2;2;Very High;0;Better;Excellent;High
598;47;F; 4 568,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'Agence;17;Rarement;Oui;En poste;Travel_Rarely;1;Medium;2;Very High;Yes;9;8;4;3;0;2;Very High;4;Better;Excellent;Very High
599;30;F; 9 712,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Ponctuellement;Oui;Démission;Travel_Rarely;2;High;1;High;No;6;5;2;2;2;1;High;3;Good;Excellent;Very High
600;39;F; 4 450,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;7;Rarement;Non;En poste;Travel_Rarely;13;High;1;Medium;No;4;8;5;2;0;4;High;2;Better;Excellent;Medium
601;37;F; 10 475,50 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable d'Agence;3;Rarement;Oui;En poste;Travel_Rarely;4;Medium;2;High;No;1;14;14;13;6;8;High;3;Better;Excellent;High
602;31;F; 3 487,00 € ;Femme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;3;Rarement;Non;En poste;Travel_Frequently;16;Medium;2;High;No;6;10;1;0;0;0;Low;6;Better;Excellent;Very High
603;33;F; 7 773,00 € ;Femme;Marié;Logiciels;Ventes;Ingénieur d'affaires;7;Rarement;Oui;En poste;Travel_Rarely;2;Medium;2;Very High;Yes;5;12;0;0;0;0;High;4;Good;Outstanding;Medium
604;38;F; 10 230,50 € ;Homme;Marié;Logiciels;R&D;Responsable d'Agence;1;Rarement;Non;En poste;Travel_Rarely;2;Medium;1;High;No;1;1;1;0;0;0;Medium;3;Better;Excellent;Very High
605;58;M; 6 608,00 € ;Femme;Marié;Logiciels;R&D;Directeur Commercial;2;Ponctuellement;Non;En poste;Travel_Rarely;29;High;2;Medium;No;1;10;9;8;7;8;Medium;3;Good;Excellent;Very High
606;46;M; 8 024,50 € ;Homme;Marié;Digital;R&D;Responsable Qualité;0;Jamais;Non;En poste;Travel_Frequently;12;Medium;2;Low;No;2;13;4;3;1;2;Low;3;Good;Excellent;High
607;53;M; 2 876,50 € ;Femme;Marié;Electronique;R&D;Directeur Commercial;5;Rarement;Non;En poste;Travel_Frequently;16;Medium;1;Very High;No;1;6;5;2;1;3;High;3;Better;Excellent;High
608;31;F; 10 527,00 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;8;Rarement;Oui;En poste;Travel_Rarely;11;High;3;Very High;No;1;9;9;8;7;7;High;3;Best;Excellent;Low
609;43;F; 2 028,00 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;4;Rarement;Non;Démission;Travel_Rarely;2;High;2;Very High;No;4;12;9;7;7;3;High;3;Good;Excellent;High
610;33;M; 5 451,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;1;Rarement;Non;En poste;Travel_Rarely;14;High;4;Low;No;6;22;4;1;1;0;Medium;3;Better;Outstanding;High
611;27;F; 11 308,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;5;Medium;3;Very High;Yes;1;9;9;8;0;8;High;3;Better;Excellent;Medium
612;49;F; 8 587,00 € ;Femme;Célibataire;Ordinateurs;R&D;Directeur Commercial;3;Ponctuellement;Oui;En poste;Travel_Rarely;7;High;3;High;No;3;17;8;5;1;6;High;3;Best;Outstanding;Medium
613;43;F; 7 117,50 € ;Femme;Célibataire;Logiciels;R&D;Développeur logiciels;3;Rarement;Non;En poste;Travel_Rarely;2;High;2;Medium;Yes;1;8;8;7;7;5;Medium;2;Better;Outstanding;Low
614;51;F; 8 699,50 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Ponctuellement;Non;En poste;Travel_Rarely;3;High;1;Very High;No;0;4;3;2;0;2;High;1;Bad;Excellent;High
615;41;F; 9 750,50 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Frequently;5;Medium;1;High;Yes;1;8;8;7;1;7;High;2;Better;Excellent;Low
616;43;F; 9 781,50 € ;Homme;Marié;Logiciels;R&D;Responsable d'équipe;7;Rarement;Non;En poste;Non-Travel;3;High;1;Very High;No;1;0;0;0;0;0;Very High;6;Good;Excellent;High
617;31;M; 7 438,00 € ;Femme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;8;Jamais;Non;En poste;Travel_Rarely;26;High;4;High;No;2;29;20;6;4;17;Low;2;Good;Excellent;High
618;41;M; 12 733,00 € ;Femme;Marié;Electronique;R&D;Directeur Commercial;1;Ponctuellement;Oui;En poste;Travel_Rarely;4;High;2;Medium;No;9;10;5;2;2;3;Very High;2;Good;Excellent;Very High
619;54;M; 8 749,00 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;9;Rarement;Non;En poste;Travel_Rarely;2;Very High;1;Low;No;7;6;4;3;0;1;Low;3;Good;Excellent;High
620;53;F; 7 428,50 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;9;Jamais;Non;En poste;Travel_Rarely;1;Very High;2;Low;No;1;9;9;8;0;8;Low;5;Better;Outstanding;Low
621;30;F; 7 782,00 € ;Homme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;27;Medium;1;Low;No;1;6;6;5;1;1;High;3;Good;Excellent;Very High
622;51;M; 2 471,50 € ;Homme;Divorcé;Logiciels;R&D;Directeur Commercial;10;Rarement;Non;En poste;Travel_Rarely;1;High;2;Very High;Yes;1;18;18;14;4;11;Medium;1;Good;Excellent;Very High
623;44;F; 13 335,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;1;Ponctuellement;Non;En poste;Travel_Rarely;13;High;2;Very High;No;2;8;5;2;0;3;Medium;3;Good;Excellent;High
624;32;F; 8 909,50 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;7;Ponctuellement;Non;En poste;Travel_Frequently;5;Medium;1;Very High;No;9;10;5;4;0;3;Medium;3;Good;Excellent;Medium
625;31;M; 12 652,00 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;9;Rarement;Non;En poste;Travel_Rarely;7;Medium;3;Very High;Yes;7;35;5;2;0;4;Low;3;Better;Excellent;Very High
626;35;M; 11 710,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Oui;En poste;Travel_Rarely;9;High;3;Low;Yes;4;18;5;4;0;2;Very High;2;Better;Excellent;High
627;35;M; 6 515,50 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;7;Ponctuellement;Non;Démission;Travel_Rarely;8;Very High;2;High;No;5;9;5;3;1;3;High;3;Good;Excellent;High
628;41;M; 9 987,00 € ;Homme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;2;Ponctuellement;Non;En poste;Travel_Frequently;25;Medium;4;Very High;No;3;31;9;8;0;0;High;3;Better;Outstanding;High
629;31;M; 8 601,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;16;Medium;2;High;No;4;9;1;0;0;0;Very High;2;Better;Excellent;Very High
630;33;M; 10 943,00 € ;Femme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;2;Ponctuellement;Oui;En poste;Travel_Rarely;8;Medium;1;Very High;No;1;6;5;1;0;4;Medium;6;Better;Excellent;Very High
631;30;M; 8 525,50 € ;Femme;Divorcé;Logiciels;R&D;Développeur logiciels;1;Rarement;Non;En poste;Travel_Rarely;1;Medium;2;Very High;No;6;4;2;2;2;2;Very High;2;Bad;Outstanding;Low
632;46;M; 8 533,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;3;Rarement;Oui;Démission;Travel_Rarely;8;Very High;1;Very High;Yes;2;10;3;2;0;2;Low;2;Good;Outstanding;High
633;45;M; 11 462,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;7;Rarement;Oui;Démission;Travel_Frequently;2;High;1;Very High;Yes;5;8;2;1;2;2;Medium;2;Better;Excellent;Very High
634;34;M; 7 296,50 € ;Femme;Divorcé;Logiciels;Ventes;Architecte;0;Rarement;Non;En poste;Travel_Rarely;8;Medium;1;Low;No;0;6;5;4;0;3;Low;3;Better;Outstanding;High
635;33;M; 2 774,50 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;4;Rarement;Oui;Démission;Travel_Rarely;3;High;2;Low;Yes;1;5;5;3;0;3;High;3;Better;Excellent;Very High
636;34;M; 5 125,00 € ;Homme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;2;Jamais;Non;En poste;Travel_Rarely;9;Medium;3;High;Yes;1;17;17;14;5;15;Very High;2;Better;Outstanding;Medium
637;34;F; 4 773,00 € ;Homme;Marié;Logiciels;Ventes;Architecte;0;Rarement;Oui;En poste;Travel_Frequently;25;High;1;Medium;Yes;1;10;10;2;7;8;Very High;3;Good;Excellent;Low
638;42;M; 6 618,50 € ;Femme;Célibataire;Ordinateurs;Ressources Humaines;Manager;7;Rarement;Non;En poste;Non-Travel;1;High;1;Very High;No;0;4;3;0;0;2;Very High;2;Better;Excellent;Medium
639;43;M; 9 140,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;3;Rarement;Oui;Démission;Travel_Rarely;4;Medium;2;Low;No;1;5;5;2;0;3;High;1;Best;Excellent;Low
640;32;F; 5 105,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;2;Rarement;Non;Démission;Travel_Rarely;1;High;1;Low;No;2;7;4;2;0;2;High;2;Better;Excellent;Medium
641;31;M; 2 946,50 € ;Homme;Divorcé;Logiciels;R&D;Directeur Commercial;9;Rarement;Oui;En poste;Non-Travel;4;Medium;1;Very High;No;0;6;5;2;3;4;Low;2;Good;Excellent;Very High
642;38;F; 6 179,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;3;Rarement;Oui;En poste;Travel_Frequently;5;High;2;Medium;No;1;10;10;8;5;3;Medium;3;Better;Excellent;Very High
643;43;F; 9 725,00 € ;Homme;Célibataire;Logiciels;Ventes;Manager;2;Ponctuellement;Oui;Démission;Travel_Rarely;9;Medium;1;Medium;No;0;3;2;2;1;2;Medium;3;Better;Excellent;Very High
644;37;F; 12 430,50 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;1;Rarement;Non;En poste;Travel_Rarely;3;Very High;2;Very High;Yes;2;17;5;3;1;3;High;1;Good;Excellent;Medium
645;36;M; 10 755,50 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Jamais;Non;En poste;Travel_Rarely;11;High;1;Very High;Yes;3;8;6;4;0;2;Very High;2;Better;Excellent;Medium
646;48;M; 4 647,50 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;8;Rarement;Non;En poste;Travel_Rarely;1;Medium;1;High;Yes;6;5;3;2;0;2;Medium;3;Better;Excellent;High
647;39;F; 2 290,50 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;8;High;4;Very High;No;5;28;2;0;2;2;Low;3;Better;Excellent;High
648;35;F; 9 046,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;25;Medium;3;Medium;No;3;16;13;10;4;8;Very High;2;Better;Excellent;Low
649;29;M; 3 375,00 € ;Homme;Marié;Electronique;Ventes;Ingénieur d'affaires;8;Ponctuellement;Non;En poste;Travel_Frequently;21;High;1;Very High;No;5;10;5;4;0;0;High;3;Better;Excellent;Medium
650;35;M; 5 571,00 € ;Homme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;3;Rarement;Oui;En poste;Travel_Rarely;23;High;4;Very High;No;6;33;12;9;3;8;Very High;0;Better;Excellent;High
651;23;F; 12 314,00 € ;Homme;Divorcé;Marketing;Ventes;Architecte;0;Ponctuellement;Oui;Démission;Travel_Frequently;1;High;2;Very High;No;4;12;5;2;2;2;Very High;2;Good;Excellent;Medium
652;24;F; 6 655,50 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;2;Jamais;Non;En poste;Travel_Rarely;2;High;2;Very High;Yes;0;8;7;6;7;7;High;2;Better;Outstanding;Low
653;41;F; 3 073,00 € ;Homme;Célibataire;Logiciels;R&D;Directeur Commercial;13;Rarement;Non;En poste;Non-Travel;19;High;3;Medium;Yes;1;10;10;0;0;9;Low;2;Better;Excellent;Very High
654;25;F; 10 932,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;0;Jamais;Oui;En poste;Non-Travel;2;High;4;Low;No;1;31;31;6;14;7;Low;3;Better;Excellent;Very High
655;18;M; 4 294,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;2;Medium;2;Very High;No;8;13;5;4;0;4;Very High;2;Better;Excellent;High
656;25;M; 8 164,50 € ;Homme;Célibataire;Ressources Humaines;Ressources Humaines;Chargé Responsable division RH;3;Rarement;Non;En poste;Travel_Rarely;3;High;1;Medium;Yes;3;7;4;3;0;3;Very High;4;Best;Excellent;High
657;24;F; 5 043,00 € ;Femme;Marié;Digital;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;25;High;1;Very High;Yes;1;1;1;0;0;1;Low;2;Bad;Outstanding;High
658;39;M; 5 177,50 € ;Homme;Marié;Logiciels;Ventes;Architecte;11;Ponctuellement;Oui;En poste;Travel_Rarely;7;Medium;1;Very High;No;6;8;4;3;0;3;Low;5;Better;Excellent;High
659;23;M; 6 771,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;9;High;1;Low;Yes;1;8;8;7;7;1;Medium;0;Better;Excellent;Very High
660;39;M; 12 959,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;6;Rarement;Non;En poste;Travel_Rarely;5;High;2;Very High;No;1;4;4;2;0;2;Low;3;Better;Excellent;Medium
661;33;M; 9 785,00 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable Qualité;7;Rarement;Non;En poste;Travel_Frequently;2;Medium;1;Very High;Yes;9;3;1;0;0;0;Very High;3;Good;Excellent;Very High
662;35;F; 10 803,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;1;Rarement;Non;En poste;Travel_Rarely;8;High;2;Medium;No;4;4;1;0;0;0;Low;2;Best;Outstanding;High
663;59;F; 7 280,00 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;7;Rarement;Non;En poste;Travel_Rarely;2;Medium;1;High;No;1;2;2;2;0;2;High;3;Good;Excellent;Very High
664;47;M; 13 003,00 € ;Femme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;2;Jamais;Oui;En poste;Travel_Rarely;18;High;1;Very High;No;1;1;1;0;0;0;Very High;3;Good;Excellent;Low
665;35;M; 1 199,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Rarely;14;High;2;Very High;Yes;0;17;16;8;4;11;High;2;Good;Excellent;Low
666;36;M; 5 765,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable d'Agence;10;Ponctuellement;Oui;En poste;Travel_Rarely;2;Medium;1;Very High;Yes;1;3;3;2;1;2;Very High;3;Good;Excellent;Low
667;36;F; 3 965,00 € ;Femme;Célibataire;Digital;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;3;High;2;High;Yes;0;4;3;2;0;2;Medium;3;Best;Excellent;Low
668;25;F; 6 790,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;4;Rarement;Oui;En poste;Travel_Rarely;2;Low;1;Very High;Yes;4;10;7;7;1;0;Medium;1;Good;Excellent;High
669;49;F; 7 602,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;17;Jamais;Non;En poste;Travel_Rarely;9;High;1;High;No;5;6;2;2;2;2;High;2;Better;Excellent;Medium
670;47;F; 9 775,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;7;Ponctuellement;Non;En poste;Travel_Rarely;6;High;1;Low;Yes;7;8;2;2;2;2;Very High;2;Bad;Outstanding;Very High
671;26;F; 2 525,50 € ;Homme;Divorcé;Logiciels;R&D;Développeur logiciels;3;Rarement;Non;En poste;Travel_Rarely;4;High;1;High;No;1;1;1;1;0;0;Medium;2;Better;Excellent;High
672;37;M; 11 991,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;7;Rarement;Non;En poste;Travel_Rarely;10;High;1;Medium;No;1;1;1;0;1;0;Medium;3;Better;Excellent;Medium
