ID;Programme de Fid;Age;Classe d'age;Sexe;Annee du premier vol;Nombre de vols par an;Classe du nombre de vols par an;Motif du voyage; Depenses aeroport de depart ; Depenses restauration aeroport ;Classe;Compagnie;Nationalite compagnie;Ville de depart;Pays de depart;Ville de destination;Pays de destination;Heure;Heure de depart;Date du vol;Retard au depart en minutes;Annulation du vol;SATISFACTION;Duree du vol;Distance parcourue en miles;Retard a l'arrivee de + de 30 min;Aeronef;Marque Aeronef
101022;Blue;51,00;50-59;M;2008;39,00;31 a 40;Affaire; 20,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Madrid;Spain;London;United Kingdom;16:26:56;16;24/02/2016;0,00;Non;5;12,00;214,00;Non;A380;Airbus
101023;Blue;52,00;50-59;F;2004;34,00;31 a 40;Loisir; -   € ; 160,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;08:50:15;8;03/01/2016;0,00;Non;4;12,00;599,00;Non;A330;Airbus
101024;Blue;53,00;50-59;F;2003;22,00;21 a 30;Affaire; 30,00 € ; 5,00 € ;Eco;Sky Airlines;USA;Nice;France;London;United Kingdom;21:58:39;21;27/02/2016;3,00;Non;5;2,00;1500,00;Non;A380;Airbus
101025;Gold;53,00;50-59;F;2005;21,00;21 a 30;Affaire; 15,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;13:37:04;13;12/03/2016;102,00;Non;4;17,00;10000,00;Non;A380;Airbus
101026;Blue;54,00;50-59;F;2006;39,00;31 a 40;Affaire; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;16:44:01;16;25/12/2015;0,00;Non;4;12,00;214,00;Non;A330;Airbus
101027;Blue;56,00;50-59;F;2006;18,00;11 a 20;Affaire; 20,00 € ; 50,00 € ;Business;China Airlines;China;Pekin;China;New York;USA;17:14:43;17;28/02/2016;0,00;Non;5;17,00;30000,00;Non;A380;Airbus
101028;Silver;58,00;50-59;F;2009;24,00;21 a 30;Affaire; 30,00 € ; 105,00 € ;Eco Plus;China Airlines;China;Pekin;China;Nice;France;12:19:34;12;06/02/2016;28,00;Non;5;12,00;23000,00;Non;A380;Airbus
101029;Blue;59,00;50-59;M;2009;51,00;41 a 50;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;18:10:37;18;26/01/2016;17,00;Non;4;12,00;1013,00;Non;A330;Airbus
101030;Blue;60,00;60-69;F;2004;29,00;21 a 30;Billet Miles; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;11:54:53;11;22/01/2016;3,00;Non;1;12,00;30000,00;Non;A380;Airbus
101031;Blue;61,00;60-69;F;2012;44,00;41 a 50;Affaire; -   € ; 10,00 € ;Eco;Cloud Airlines;France;Paris;France;Lisbon;Portugal;00:19:38;0;28/12/2015;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
101032;Gold;62,00;60-69;F;2005;31,00;21 a 30;Billet Miles; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;14:21:34;14;09/03/2016;2,00;Non;4;12,00;237,00;Non;A330;Airbus
101033;Platinum;62,00;60-69;M;2008;11,00;11 a 20;Affaire; -   € ; 180,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;04:51:28;4;09/01/2016;0,00;Non;4;12,00;292,00;Non;A330;Airbus
101034;Blue;63,00;60-69;F;2005;44,00;41 a 50;Affaire; 30,00 € ; 40,00 € ;Eco;Northwest Airlines;Australia;London;United Kingdom;Paris;France;23:32:58;23;21/12/2015;1,00;Non;4;12,00;320,00;Non;A330;Airbus
101035;Blue;63,00;60-69;M;2005;22,00;21 a 30;Loisir; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;05:19:16;5;19/03/2016;0,00;Non;4;12,00;23000,00;Non;A380;Airbus
101036;Blue;63,00;60-69;F;2007;28,00;21 a 30;Loisir; -   € ; 70,00 € ;Business;Sky Airlines;USA;Pekin;China;Nice;France;01:50:17;1;30/12/2015;86,00;Non;5;12,00;23000,00;Non;A380;Airbus
101037;Blue;69,00;60-69;M;2003;27,00;21 a 30;Loisir; 85,00 € ; 45,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;11:31:10;11;21/12/2015;0,00;Non;5;12,00;10000,00;Non;A380;Airbus
101038;Blue;71,00;70-79;F;2012;18,00;11 a 20;Loisir; 7,00 € ; 31,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;07:16:14;7;18/12/2015;0,00;Non;4;12,00;119,00;Non;A330;Airbus
101039;Silver;75,00;70-79;M;2010;31,00;31 a 40;Loisir; 40,00 € ; 210,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;12:19:24;12;18/01/2016;2,00;Non;4;2,00;1500,00;Non;A330;Airbus
101040;Blue;80,00;80+;F;2006;44,00;41 a 50;Loisir; -   € ; 35,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;22:06:29;22;09/01/2016;0,00;Non;4;12,00;247,00;Non;A330;Airbus
101041;Blue;80,00;80+;F;2009;31,00;31 a 40;Loisir; -   € ; 90,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;17:29:45;17;01/02/2016;0,00;Non;4;12,00;328,00;Non;A330;Airbus
101042;Blue;80,00;80+;M;2006;35,00;31 a 40;Loisir; -   € ; 105,00 € ;Eco Plus;Sky Airlines;USA;Paris;France;Lisbon;Portugal;02:57:03;2;05/02/2016;6,00;Non;4;3,00;1500,00;Non;A330;Airbus
101043;Blue;80,00;80+;F;2005;11,00;11 a 20;Loisir; 45,00 € ; 60,00 € ;Eco Plus;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;15:15:28;15;13/01/2016;0,00;Non;4;17,00;1562,00;Non;A330;Airbus
101044;Blue;85,00;80+;F;2012;36,00;31 a 40;Loisir; -   € ; 70,00 € ;Business;Northwest Airlines;Australia;New York;USA;Paris;France;10:35:31;10;27/01/2016;1,00;Non;4;12,00;695,00;Non;A330;Airbus
101045;Blue;85,00;80+;M;2008;39,00;31 a 40;Loisir; -   € ; 75,00 € ;Eco Plus;Sky Airlines;USA;Roma;Italy;Paris;France;23:52:34;23;10/03/2016;49,00;Non;4;12,00;1167,00;Non;A330;Airbus
101046;Blue;85,00;80+;F;2005;59,00;51 a 60;Loisir; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;06:37:54;6;24/02/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
101047;Blue;15,00;0-19;F;2008;13,00;11 a 20;Loisir; -   € ; 75,00 € ;Eco Plus;Sky Airlines;USA;Paris;France;Lisbon;Portugal;23:49:45;23;10/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101048;Blue;16,00;0-19;F;2010;21,00;21 a 30;Affaire; 38,00 € ; 110,00 € ;Eco;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;02:34:28;2;07/01/2016;12,00;Non;4;2,00;1000,00;Non;A330;Airbus
101049;Blue;19,00;0-19;M;2003;19,00;11 a 20;Affaire; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;00:09:55;0;17/01/2016;0,00;Non;4;17,00;10000,00;Non;A380;Airbus
101050;Blue;20,00;20-29;F;2007;38,00;31 a 40;Affaire; 15,00 € ; 35,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Sydney;Australia;08:48:07;8;22/01/2016;72,00;Non;4;12,00;212,00;Non;A330;Airbus
101051;Silver;23,00;20-29;M;2005;18,00;11 a 20;Affaire; 10,00 € ; 30,00 € ;Eco Plus;Blue Airlines;China;Tokyo;Japan;Beijing;China;05:24:01;5;16/12/2015;0,00;Non;4;12,00;628,00;Non;A330;Airbus
101052;Blue;24,00;20-29;M;2007;6,00;1 a 10;Affaire; -   € ; 60,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;00:25:12;0;21/01/2016;5,00;Non;4;12,00;1195,00;Non;A330;Airbus
101053;Blue;27,00;20-29;F;2009;24,00;21 a 30;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;17:11:39;17;21/03/2016;0,00;Oui;1;1,00;419,00;Non;A330;Airbus
101054;Silver;27,00;20-29;F;2005;26,00;21 a 30;Loisir; -   € ; -   € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;05:35:36;5;15/12/2015;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
101055;Gold;27,00;20-29;F;2003;18,00;11 a 20;Affaire; 35,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;14:06:17;14;11/03/2016;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
101056;Blue;28,00;20-29;F;2003;13,00;11 a 20;Affaire; 40,00 € ; 135,00 € ;Eco;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;00:33:48;0;07/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101057;Blue;28,00;20-29;M;2012;21,00;21 a 30;Affaire; 30,00 € ; 90,00 € ;Eco;Northwest Airlines;Australia;Paris;France;Berlin;Germany;02:05:45;2;11/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101058;Silver;28,00;20-29;F;2012;44,00;41 a 50;Affaire; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Geneve;Switzerland;London;United Kingdom;15:44:09;15;10/01/2016;0,00;Non;5;3,00;2000,00;Non;A380;Airbus
101059;Blue;29,00;20-29;M;2011;1,00;1 a 10;Affaire; 10,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;20:03:50;20;09/01/2016;250,00;Non;4;12,00;871,00;Non;A330;Airbus
101060;Blue;30,00;30-39;F;2005;19,00;11 a 20;Loisir; -   € ; 60,00 € ;Business;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;23:55:56;23;05/01/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101061;Blue;31,00;30-39;F;2011;3,00;1 a 10;Affaire; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;07:58:36;7;18/03/2016;22,00;Non;5;17,00;23000,00;Non;A380;Airbus
101062;Silver;33,00;30-39;F;2007;8,00;1 a 10;Loisir; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;07:42:06;7;20/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101063;Blue;33,00;30-39;M;2011;12,00;11 a 20;Affaire; 10,00 € ; 50,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;15:01:57;15;13/01/2016;29,00;Non;1;12,00;21000,00;Oui;A380;Airbus
101064;Blue;34,00;30-39;F;2007;13,00;11 a 20;Loisir; 10,00 € ; 50,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;22:18:49;22;18/03/2016;0,00;Non;5;17,00;21000,00;Non;A380;Airbus
101065;Blue;36,00;30-39;M;2012;2,00;1 a 10;Affaire; -   € ; 15,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;06:04:03;6;02/01/2016;0,00;Non;4;12,00;236,00;Non;A330;Airbus
101066;Gold;36,00;30-39;M;2011;15,00;11 a 20;Affaire; 347,00 € ; 70,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;21:18:30;21;22/12/2015;0,00;Non;4;12,00;253,00;Non;A330;Airbus
101067;Blue;38,00;30-39;M;2005;17,00;11 a 20;Affaire; 7,00 € ; 60,00 € ;Eco;Cloud Airlines;France;Paris;France;Lyon;France;01:24:39;1;09/02/2016;0,00;Non;5;1,00;98,00;Non;A320;Airbus
101068;Blue;40,00;40-49;M;2012;1,00;1 a 10;Affaire; -   € ; 110,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;02:06:59;2;19/02/2016;0,00;Non;4;12,00;1222,00;Non;A330;Airbus
101069;Blue;41,00;40-49;M;2004;11,00;11 a 20;Affaire; 1,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;04:56:37;4;13/02/2016;0,00;Non;4;12,00;261,00;Non;A330;Airbus
101070;Blue;41,00;40-49;F;2006;18,00;11 a 20;Affaire; 45,00 € ; 60,00 € ;Eco;Northwest Airlines;Australia;Nantes;France;Lisbon;Portugal;00:45:28;0;14/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101071;Blue;41,00;40-49;M;2005;17,00;11 a 20;Affaire; -   € ; 105,00 € ;Eco Plus;Sky Airlines;USA;Paris;France;Lisbon;Portugal;13:32:47;13;22/12/2015;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101072;Blue;41,00;40-49;F;2010;8,00;1 a 10;Affaire; -   € ; 150,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;10:18:48;10;12/01/2016;7,00;Non;4;12,00;1222,00;Non;A330;Airbus
101073;Blue;41,00;40-49;F;2003;5,00;1 a 10;Loisir; 90,00 € ; 60,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;11:59:31;11;14/03/2016;2,00;Non;4;17,00;2447,00;Non;A350;Airbus
101074;Blue;42,00;40-49;M;2003;15,00;11 a 20;Affaire; -   € ; 25,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;22:37:18;22;03/01/2016;0,00;Non;4;12,00;650,00;Non;A330;Airbus
101075;Silver;43,00;40-49;F;2005;29,00;21 a 30;Affaire; -   € ; 30,00 € ;Eco Plus;Cloud Airlines;France;Lisbon;Portugal;Nice;France;01:26:32;1;16/02/2016;0,00;Non;1;12,00;605,00;Oui;B747;Boeing
101076;Platinum;44,00;40-49;M;2010;21,00;11 a 20;Loisir; 90,00 € ; 65,00 € ;Business;Sky Airlines;USA;Paris;France;Lisbon;Portugal;00:22:34;0;23/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101077;Blue;44,00;40-49;M;2008;15,00;11 a 20;Affaire; -   € ; 50,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;18:19:35;18;24/01/2016;18,00;Non;5;12,00;11000,00;Non;A350;Airbus
101078;Silver;45,00;40-49;F;2004;7,00;1 a 10;Affaire; -   € ; 45,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;London;United Kingdom;17:38:49;17;17/12/2015;0,00;Non;5;12,00;21000,00;Non;A380;Airbus
101079;Silver;45,00;40-49;F;2012;8,00;1 a 10;Affaire; 5,00 € ; 85,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;06:32:34;6;30/12/2015;21,00;Non;5;12,00;21000,00;Non;A380;Airbus
101080;Gold;46,00;40-49;M;2008;2,00;1 a 10;Affaire; -   € ; 305,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;08:50:35;8;30/01/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
101081;Blue;47,00;40-49;F;2003;17,00;11 a 20;Loisir; 180,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;22:42:23;22;15/01/2016;27,00;Non;4;12,00;23000,00;Non;A380;Airbus
101082;Blue;49,00;40-49;F;2003;15,00;11 a 20;Affaire; -   € ; 45,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;10:05:35;10;08/03/2016;21,00;Non;4;12,00;475,00;Non;A330;Airbus
101083;Blue;49,00;40-49;F;2005;31,00;31 a 40;Affaire; -   € ; 45,00 € ;Business;China Airlines;China;Pekin;China;Nice;France;22:51:46;22;30/12/2015;0,00;Oui;1;17,00;23000,00;Oui;A380;Airbus
101084;Blue;50,00;50-59;F;2011;13,00;11 a 20;Loisir; 120,00 € ; 45,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;00:03:27;0;10/03/2016;0,00;Non;4;12,00;562,00;Non;A330;Airbus
101085;Blue;50,00;50-59;M;2007;21,00;21 a 30;Billet Miles; -   € ; 105,00 € ;Eco Plus;Cheap Sky;France;Geneve;Switzerland;Paris;France;16:03:34;16;14/01/2016;15,00;Non;2;1,00;2000,00;Oui;A350;Airbus
101086;Gold;52,00;50-59;M;2010;1,00;0;Affaire; 220,00 € ; 30,00 € ;Business;China Airlines;China;Lyon;France;New York;USA;22:30:13;22;15/01/2016;45,00;Non;1;12,00;10000,00;Non;A380;Airbus
101087;Blue;52,00;50-59;F;2003;21,00;21 a 30;Loisir; -   € ; -   € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;09:56:10;9;11/02/2016;34,00;Non;5;12,00;23000,00;Non;A380;Airbus
101088;Blue;53,00;50-59;M;2003;8,00;1 a 10;Affaire; -   € ; 70,00 € ;Business;Northwest Airlines;Australia;London;United Kingdom;Paris;France;14:32:14;14;05/02/2016;0,00;Non;4;12,00;298,00;Non;A330;Airbus
101089;Blue;54,00;50-59;M;2011;18,00;11 a 20;Affaire; -   € ; 180,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;13:08:30;13;25/01/2016;73,00;Non;4;12,00;253,00;Non;A330;Airbus
101090;Blue;54,00;50-59;M;2010;22,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;19:54:30;19;13/03/2016;0,00;Non;4;12,00;594,00;Non;A330;Airbus
101091;Blue;55,00;50-59;F;2004;25,00;21 a 30;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;11:47:41;11;27/02/2016;23,00;Non;4;12,00;1616,00;Non;A330;Airbus
101092;Blue;55,00;50-59;F;2010;29,00;21 a 30;Affaire; 5,00 € ; 75,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;11:25:20;11;25/12/2015;2,00;Non;4;17,00;2457,00;Non;A330;Airbus
101093;Blue;56,00;50-59;F;2007;21,00;21 a 30;Loisir; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;13:04:22;13;08/02/2016;0,00;Non;4;17,00;10000,00;Non;A380;Airbus
101094;Silver;57,00;50-59;F;2003;14,00;11 a 20;Affaire; -   € ; 85,00 € ;Business;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;19:23:02;19;19/03/2016;0,00;Non;4;12,00;261,00;Non;A330;Airbus
101095;Blue;57,00;50-59;F;2009;36,00;31 a 40;Loisir; 10,00 € ; 40,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;22:14:58;22;11/01/2016;16,00;Non;5;12,00;23000,00;Non;A380;Airbus
101096;Silver;58,00;50-59;M;2008;61,00;51 a 60;Affaire; -   € ; -   € ;Business;Sky Airlines;USA;Paris;France;Sydney;Australia;10:47:21;10;06/03/2016;49,00;Non;4;22,00;30000,00;Non;A330;Airbus
101097;Platinum;59,00;50-59;M;2010;39,00;31 a 40;Affaire; 21,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;Bruxelles;Belgium;04:45:21;4;13/02/2016;59,00;Non;4;17,00;14000,00;Non;A380;Airbus
101098;Blue;59,00;50-59;M;2012;41,00;41 a 50;Loisir; -   € ; 40,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;02:37:25;2;14/01/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
101099;Blue;60,00;60-69;F;2008;17,00;11 a 20;Loisir; 125,00 € ; 60,00 € ;Eco;Cloud Airlines;France;Nice;France;Paris;France;23:23:55;23;28/12/2015;40,00;Non;4;1,00;98,00;Non;A330;Airbus
101100;Platinum;61,00;60-69;M;2009;25,00;21 a 30;Affaire; -   € ; 30,00 € ;Eco;Cheap Sky;France;Lisbon;Portugal;Nice;France;22:40:46;22;26/12/2015;17,00;Oui;1;12,00;391,00;Oui;A330;Airbus
101101;Blue;64,00;60-69;F;2008;49,00;41 a 50;Loisir; -   € ; 90,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;04:47:22;4;09/01/2016;0,00;Non;4;12,00;404,00;Non;A330;Airbus
101102;Blue;64,00;60-69;F;2011;19,00;11 a 20;Affaire; -   € ; 35,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;23:12:26;23;04/02/2016;0,00;Non;4;12,00;429,00;Non;A330;Airbus
101103;Blue;64,00;60-69;F;2005;15,00;11 a 20;Loisir; 180,00 € ; 30,00 € ;Business;Northwest Airlines;Australia;Paris;France;Berlin;Germany;19:36:33;19;21/12/2015;2,00;Non;4;2,00;1500,00;Non;A330;Airbus
101104;Blue;65,00;60-69;F;2008;21,00;11 a 20;Loisir; 50,00 € ; 85,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;17:08:07;17;15/01/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
101105;Blue;68,00;60-69;M;2004;26,00;21 a 30;Loisir; -   € ; 70,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;London;United Kingdom;11:18:04;11;11/03/2016;3,00;Non;4;12,00;718,00;Non;A330;Airbus
101106;Blue;69,00;60-69;F;2007;27,00;21 a 30;Loisir; -   € ; 100,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;20:27:28;20;20/01/2016;51,00;Non;4;12,00;277,00;Non;A330;Airbus
101107;Blue;69,00;60-69;F;2009;23,00;21 a 30;Loisir; -   € ; 135,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;15:48:10;15;10/02/2016;120,00;Non;4;12,00;419,00;Non;A330;Airbus
101108;Blue;70,00;70-79;M;2012;42,00;41 a 50;Loisir; 20,00 € ; 100,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;11:33:32;11;09/01/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
101109;Blue;71,00;70-79;F;2011;23,00;21 a 30;Loisir; -   € ; 40,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;10:05:12;10;25/01/2016;4,00;Non;4;12,00;719,00;Non;A330;Airbus
101110;Blue;76,00;70-79;M;2011;24,00;21 a 30;Loisir; -   € ; 70,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;20:32:31;20;15/03/2016;0,00;Non;4;12,00;140,00;Non;A330;Airbus
101111;Blue;76,00;70-79;F;2003;24,00;21 a 30;Loisir; -   € ; 80,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;19:48:30;19;28/02/2016;0,00;Non;5;17,00;23000,00;Non;A380;Airbus
101112;Blue;79,00;70-79;F;2003;32,00;31 a 40;Loisir; 30,00 € ; 100,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;08:27:17;8;27/01/2016;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
101113;Blue;80,00;80+;F;2009;39,00;31 a 40;Loisir; 30,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;21:37:53;21;18/12/2015;0,00;Non;4;18,00;2475,00;Non;A330;Airbus
101114;Blue;85,00;80+;F;2006;11,00;11 a 20;Loisir; -   € ; 70,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;01:18:18;1;25/01/2016;0,00;Non;4;12,00;1111,00;Non;A330;Airbus
101115;Blue;15,00;0-19;M;2010;32,00;31 a 40;Loisir; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;15:36:30;15;17/02/2016;0,00;Non;5;17,00;30000,00;Non;A380;Airbus
101116;Blue;18,00;0-19;M;2007;9,00;1 a 10;Affaire; -   € ; 50,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;02:56:36;2;21/12/2015;0,00;Non;4;17,00;1208,00;Non;A330;Airbus
101117;Blue;22,00;20-29;M;2003;16,00;11 a 20;Affaire; 285,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;07:08:50;7;13/02/2016;38,00;Non;4;12,00;21000,00;Non;A380;Airbus
101118;Blue;24,00;20-29;F;2010;25,00;21 a 30;Affaire; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;23:38:33;23;08/03/2016;79,00;Non;4;2,00;1000,00;Non;A330;Airbus
101119;Blue;24,00;20-29;F;2009;7,00;1 a 10;Affaire; -   € ; 20,00 € ;Eco;Cloud Airlines;France;Montreal;Canada;Lisbon;Portugal;16:19:46;16;28/12/2015;3,00;Non;4;17,00;11000,00;Non;A330;Airbus
101120;Blue;27,00;20-29;F;2004;23,00;21 a 30;Loisir; 120,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;13:10:00;13;20/01/2016;150,00;Non;4;12,00;419,00;Oui;A330;Airbus
101121;Blue;28,00;20-29;M;2004;4,00;1 a 10;Affaire; 25,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;06:08:41;6;16/12/2015;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
101122;Blue;29,00;20-29;F;2007;31,00;31 a 40;Loisir; 45,00 € ; -   € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;01:12:11;1;01/02/2016;7,00;Non;5;12,00;11000,00;Non;A380;Airbus
101123;Silver;31,00;30-39;M;2005;13,00;11 a 20;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Geneve;Switzerland;Paris;France;07:01:41;7;07/02/2016;0,00;Non;5;1,00;2000,00;Non;A380;Airbus
101124;Gold;31,00;30-39;F;2011;4,00;1 a 10;Affaire; -   € ; 90,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;06:34:27;6;18/12/2015;0,00;Non;5;17,00;30000,00;Non;A380;Airbus
101125;Blue;32,00;30-39;F;2005;12,00;11 a 20;Billet Miles; 240,00 € ; 150,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;03:21:20;3;28/02/2016;0,00;Non;5;17,00;11000,00;Non;A380;Airbus
101126;Blue;33,00;30-39;F;2011;17,00;11 a 20;Affaire; -   € ; 30,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;20:57:59;20;04/01/2016;0,00;Non;4;12,00;200,00;Non;A330;Airbus
101127;Gold;35,00;30-39;F;2005;11,00;11 a 20;Affaire; -   € ; -   € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;07:08:07;7;06/03/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
101128;Platinum;35,00;30-39;F;2011;3,00;1 a 10;Affaire; 1,00 € ; 42,00 € ;Eco;Sky Airlines;USA;Paris;France;Sydney;Australia;18:11:57;18;14/01/2016;0,00;Non;4;24,00;30000,00;Non;A330;Airbus
101129;Silver;36,00;30-39;M;2008;41,00;31 a 40;Affaire; 120,00 € ; 90,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;16:21:13;16;28/12/2015;109,00;Non;4;12,00;192,00;Non;A330;Airbus
101130;Silver;36,00;30-39;F;2008;12,00;11 a 20;Affaire; 50,00 € ; 20,00 € ;Eco;Cloud Airlines;France;Nice;France;Paris;France;22:10:37;22;10/02/2016;30,00;Non;4;1,00;408,00;Non;A330;Airbus
101131;Blue;39,00;30-39;M;2008;25,00;21 a 30;Loisir; 90,00 € ; 54,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;12:16:49;12;06/03/2016;0,00;Non;4;17,00;23000,00;Non;A380;Airbus
101132;Gold;40,00;40-49;M;2007;11,00;11 a 20;Affaire; -   € ; 60,00 € ;Eco;Cloud Airlines;France;Paris;France;Lyon;France;02:36:47;2;28/12/2015;0,00;Non;5;1,00;98,00;Non;A320;Airbus
